id,center_pos,weight,draw_input0,draw_input1,draw_input2,draw_input3,draw_input4,draw_input5,draw_input6,draw_input7,draw_input8,draw_input9,arr_final,arr_final_draw
32,3190100,4.3307,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33,3193247,4.1267,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
34,3197978,4.2154,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
35,3199094,6.1858,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36,3207869,4.1778,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
37,3209279,4.3188,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38,3218007,4.2541,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,2,8
39,3218506,5.2041,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,2,8
40,3225765,4.4168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
41,3226603,4.1118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
42,3227548,4.3585,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
43,3230210,6.7122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
44,3237648,4.1118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
45,3238797,4.0173,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
46,3240642,6.7122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
47,3251254,4.3307,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
48,3254468,4.1215,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49,3255687,4.2306,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
50,3256284,6.9245,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
51,3259244,4.2306,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
52,3261131,6.1487,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
53,3265529,5.8297,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
54,3270046,6.7122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
55,3273832,4.0106,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
56,3275422,4.082,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
57,3282347,4.1118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
58,3297877,4.1409,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
59,3298556,4.3675,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
60,3309758,4.2541,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
61,3312750,4.118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
62,3326428,4.1669,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
63,3342303,4.007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
64,3350173,5.083,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65,3354291,4.9431,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
66,3356139,4.4012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
67,3363669,6.3565,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
68,3368654,4.4168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
69,3369279,4.1013,2,0,2,0,3,2,2,0,2,2,3,12
70,3369303,4.4413,2,0,2,0,3,2,2,0,2,2,3,12
71,3374349,4.983,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
72,3387078,4.9066,3,-1,3,-1,4,3,3,-1,3,3,4,16
73,3387232,4.6383,3,-1,3,-1,4,3,3,-1,3,3,4,16
74,3393815,4.4023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
75,3398082,4.2013,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
76,3403889,4.061,4,-1,-1,-1,5,-1,-1,-1,-1,4,5,20
77,3404256,4.9431,4,-1,-1,-1,5,-1,-1,-1,-1,4,5,20
78,3406429,4.4012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
79,3427753,4.8153,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
80,3431961,6.7122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,3433959,4.0315,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,3440510,4.3747,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
83,3451603,4.0904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
84,3456824,4.0496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
85,3467976,4.067,5,1,4,-1,6,4,4,-1,4,5,6,24
86,3468084,4.0675,5,1,4,-1,6,4,4,-1,4,5,6,24
87,3473722,4.1141,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
88,3477734,4.0386,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89,3479860,4.2848,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
90,3498473,4.0132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
91,3504500,4.8416,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
92,3514766,4.5482,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
93,3539216,6.7122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
94,3541634,4.2027,-1,-1,-1,-1,7,-1,-1,-1,-1,6,7,28
95,3542083,5.0757,-1,-1,-1,-1,7,-1,-1,-1,-1,6,7,28
96,3546635,6.7852,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
97,3547992,4.0395,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
98,3565205,4.8182,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
99,3567719,4.1013,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
100,3573042,4.0315,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
101,3579542,5.6882,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102,3583152,4.1118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103,3592539,4.0516,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104,3593774,4.0985,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105,3594942,5.4976,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
106,3603942,4.0155,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
107,3605129,4.007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
108,3609506,6.4318,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
109,3610926,4.3401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110,3615622,4.4168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
111,3616455,4.1118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
112,3627517,6.7852,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
113,3635138,4.3615,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
114,3636671,4.2941,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
115,3637944,4.0044,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
116,3639737,4.5751,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
117,3641248,5.6882,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
118,3644859,4.1118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
119,3645697,4.4168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
120,3648159,4.4001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
121,3649709,4.061,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
122,3653049,4.3261,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
123,3655832,4.3307,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
124,3658852,4.1107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
125,3669166,4.7282,6,-1,5,-1,8,5,-1,-1,-1,7,8,32
126,3669433,4.5287,6,-1,5,-1,8,5,-1,-1,-1,7,8,32
127,3670636,5.6882,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
128,3676031,4.4737,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
129,3681576,5.5017,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
130,3682724,4.9626,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
131,3685812,4.1308,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
132,3691513,4.6308,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
133,3697819,4.3307,7,-1,-1,-1,9,-1,-1,-1,-1,8,9,36
134,3698191,4.1215,7,-1,-1,-1,9,-1,-1,-1,-1,8,9,36
135,3701574,4.9914,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
136,3703930,4.0164,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
137,3714338,4.1163,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
138,3716363,4.1965,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
139,3731235,4.2976,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
140,3748022,4.2993,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
141,3761310,4.3143,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
142,3765747,4.4855,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
143,3767683,4.7258,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
144,3768307,4.9747,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
145,3774196,4.5045,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
146,3775776,4.0947,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
147,3782141,4.5719,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
148,3786986,6.3354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
149,3790743,4.118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
150,3792054,4.3261,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
151,3793596,4.6882,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
152,3797358,5.0501,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
153,3812070,4.4437,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
154,3812645,4.2007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
155,3815223,5.6882,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
156,3819672,4.4168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
157,3821234,4.0264,8,-1,6,-1,10,6,5,-1,5,9,10,40
158,3821367,6.7122,8,-1,6,-1,10,6,5,-1,5,9,10,40
159,3822627,4.4168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
160,3828555,4.1186,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
161,3829951,4.2262,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
162,3831570,4.1198,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
163,3832405,4.1118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
164,3836027,6.7122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
165,3840328,4.5528,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
166,3845825,4.1118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
167,3863521,4.7328,9,-1,7,-1,11,7,-1,-1,-1,10,11,44
168,3863760,4.7077,9,-1,7,-1,11,7,-1,-1,-1,10,11,44
169,3866159,4.1818,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
170,3869555,4.0343,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
171,3873596,5.7305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
172,3879476,4.4168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
173,3884342,6.7122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
174,3887361,4.1599,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
175,3888663,4.433,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
176,3911249,4.0334,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
177,3920455,4.9706,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
178,3930124,6.3344,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
179,3945355,4.2314,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
180,3954537,4.3526,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
181,3961402,6.7122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
182,3962398,4.0947,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
183,3965971,6.7122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
184,3968596,4.0472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
185,3972783,6.7852,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
186,3976977,4.2403,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
187,3982445,4.1512,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
188,3986925,4.2684,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
189,3987729,4.4698,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
190,3991203,4.6402,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
191,4005353,4.9172,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
192,4007936,4.3809,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
193,4009926,4.1302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
194,4014380,4.4134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
195,4019450,4.7932,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
196,4022421,4.7235,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
197,4023588,4.0191,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
198,4031492,4.3809,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
199,4032132,4.6073,10,-1,8,-1,12,8,6,-1,6,11,12,48
200,4032296,4.27,10,-1,8,-1,12,8,6,-1,6,11,12,48
201,4037568,4.0343,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
202,4038340,4.384,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
203,4038895,4.1355,11,-1,9,-1,13,9,-1,-1,-1,12,13,52
204,4039153,6.7122,11,-1,9,-1,13,9,-1,-1,-1,12,13,52
205,4043505,5.0625,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
206,4055463,4.8729,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
207,4056521,6.3089,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
208,4058449,4.1739,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
209,4059061,4.0173,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
210,4061882,4.0155,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
211,4062882,4.5072,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
212,4074657,4.0585,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
213,4079580,4.066,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
214,4083480,5.6882,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
215,4085954,4.1878,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
216,4093828,4.4168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
217,4094666,4.1118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
218,4098280,5.7496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
219,4107970,6.7122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
220,4113367,4.5331,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
221,4132946,4.4045,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
222,4142208,6.1858,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
223,4144773,4.2062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
224,4149748,6.3468,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
225,4155115,5.0625,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
226,4155692,4.5702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
227,4157647,4.7645,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
228,4177274,4.0985,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
229,4181318,6.7122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
230,4182005,5.3152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
231,4188309,4.2588,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
232,4196236,4.308,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
233,4203318,4.0585,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
234,4210211,4.0783,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
235,4220263,4.308,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
236,4223207,4.5768,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
237,4224035,4.0794,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
238,4226332,4.8268,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,14,56
239,4226821,4.4989,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,14,56
240,4229671,4.0696,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
241,4230591,6.7122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
242,4234208,4.1118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
243,4235038,4.4168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
244,4237724,4.1046,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
245,4242337,4.1391,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
246,4256820,4.4168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
247,4257658,4.1118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
248,4258178,4.2916,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
249,4261265,5.6882,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
250,4269106,4.3098,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
251,4275039,4.2211,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
252,4279059,4.2541,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
253,4283607,4.4168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
254,4288056,5.6882,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
255,4292850,4.8794,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
256,4293915,6.7122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
257,4295194,4.2765,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
258,4297061,4.0241,12,2,10,-1,15,10,7,1,7,13,15,60
259,4297132,5.7645,12,2,10,-1,15,10,7,1,7,13,15,60
260,4299786,4.3116,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
261,4306780,4.1688,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
262,4308751,4.1707,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
263,4311275,4.8928,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
264,4315392,4.4828,13,-1,-1,-1,16,-1,-1,-1,-1,14,16,64
265,4315749,4.0061,13,-1,-1,-1,16,-1,-1,-1,-1,14,16,64
266,4316421,5.6882,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64
267,4320030,4.1118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
268,4320868,4.4168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
269,4326288,4.066,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
270,4330266,5.6882,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
271,4336174,4.51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
272,4339819,4.2269,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
273,4350443,5.6383,14,-1,11,-1,17,11,-1,-1,8,15,17,68
274,4350664,4.6696,14,-1,11,-1,17,11,-1,-1,8,15,17,68
275,4365599,4.3261,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
276,4369220,4.301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
277,4374443,4.9666,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
278,4387665,4.3516,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
279,4389086,4.1198,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
280,4396111,4.1355,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
281,4396922,4.1518,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
282,4415773,4.9788,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
283,4416519,5.2168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
284,4418058,4.0496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
285,4431886,4.1029,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,18,72
286,4432392,4.0061,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,18,72
287,4435956,4.2154,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
288,4439407,4.129,15,3,12,1,19,12,8,2,9,16,19,76
289,4439427,4.0996,15,3,12,1,19,12,8,2,9,16,19,76
290,4439447,4.0996,15,3,12,1,19,12,8,2,9,16,19,76
291,4449154,4.1062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
292,4454390,4.2269,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
293,4456737,4.041,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
294,4468003,4.3497,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
295,4468521,4.1124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
296,4469285,4.5544,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
297,4470163,4.3565,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
298,4475412,4.1118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
299,4477484,4.2503,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
300,4479101,6.7122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
