id,center_pos,weight,draw_input0,draw_input1,draw_input2,draw_input3,draw_input4,draw_input5,draw_input6,draw_input7,draw_input8,draw_input9,arr_final,arr_final_draw
20,29325,3.0467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
21,29691,3.0467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
22,30911,3.0467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
23,33409,3.0467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
24,34079,3.0545,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
25,34966,3.0186,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
26,36275,3.0467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
27,37495,3.0467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
28,39993,3.0467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
29,40663,3.0545,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,41212,3.0467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31,41550,3.0186,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32,43408,3.0467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33,43774,3.0467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
34,95322,3.4685,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
35,95972,3.0372,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36,98264,3.1349,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
37,98969,3.1662,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38,100169,3.5287,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39,100933,3.5376,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,102059,3.8447,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
41,103674,4.4045,1,-1,1,-1,1,1,1,1,1,-1,3,4
42,103863,3.9626,1,-1,1,-1,1,1,1,1,1,-1,3,4
43,104398,3.3107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
44,107449,3.0467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
45,109706,3.1209,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
46,110987,3.0496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
47,111353,3.0467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
48,114218,3.0545,2,-1,-1,-1,-1,-1,2,2,-1,-1,4,8
49,114279,3.0496,2,-1,-1,-1,-1,-1,2,2,-1,-1,4,8
50,114645,3.0467,2,-1,-1,-1,-1,-1,2,2,-1,-1,4,8
51,116351,3.0448,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
52,118027,3.4597,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
53,121105,4.4789,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
54,123443,3.3063,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
55,128580,3.6556,3,-1,2,-1,2,-1,3,3,-1,-1,5,12
56,128724,3.0168,3,-1,2,-1,2,-1,3,3,-1,-1,5,12
57,129012,3.2581,3,-1,2,-1,2,-1,3,3,-1,-1,5,12
58,130335,3.8761,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
59,137888,3.1778,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
60,143136,4.5243,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
61,143913,3.3098,4,0,3,0,3,2,4,4,2,0,6,16
62,143968,3.0857,4,0,3,0,3,2,4,4,2,0,6,16
63,143995,3.3098,4,0,3,0,3,2,4,4,2,0,6,16
64,144048,3.0857,4,0,3,0,3,2,4,4,2,0,6,16
65,144075,3.3098,4,0,3,0,3,2,4,4,2,0,6,16
66,144116,3.0857,4,0,3,0,3,2,4,4,2,0,6,16
67,144143,3.3391,4,0,3,0,3,2,4,4,2,0,6,16
68,144197,3.0857,4,0,3,0,3,2,4,4,2,0,6,16
69,144224,3.3098,4,0,3,0,3,2,4,4,2,0,6,16
70,144265,3.0857,4,0,3,0,3,2,4,4,2,0,6,16
71,144292,3.3391,4,0,3,0,3,2,4,4,2,0,6,16
72,144346,3.0857,4,0,3,0,3,2,4,4,2,0,6,16
73,144373,3.3098,4,0,3,0,3,2,4,4,2,0,6,16
74,144414,3.0857,4,0,3,0,3,2,4,4,2,0,6,16
75,144441,3.3098,4,0,3,0,3,2,4,4,2,0,6,16
76,144482,3.0857,4,0,3,0,3,2,4,4,2,0,6,16
77,144509,3.3391,4,0,3,0,3,2,4,4,2,0,6,16
78,144563,3.0857,4,0,3,0,3,2,4,4,2,0,6,16
79,144590,3.3098,4,0,3,0,3,2,4,4,2,0,6,16
80,144645,3.0857,4,0,3,0,3,2,4,4,2,0,6,16
81,144672,3.3098,4,0,3,0,3,2,4,4,2,0,6,16
82,144727,3.0857,4,0,3,0,3,2,4,4,2,0,6,16
83,144807,3.0857,4,0,3,1,3,2,4,4,2,0,8,20
84,144834,3.3098,4,0,3,1,3,2,4,4,2,0,8,20
85,144875,3.0857,4,0,3,1,3,2,4,4,2,0,8,20
86,144949,4.2132,4,0,3,-1,3,2,4,4,2,0,9,-1
87,148681,3.341,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
88,149474,3.1057,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89,149686,3.0783,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
90,153400,3.0915,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
91,155274,3.0701,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
92,156776,3.0061,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
93,157176,3.5229,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
94,159681,3.3382,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
95,163226,3.0405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
96,166854,6.3028,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
97,167689,3.1261,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
98,168262,3.1818,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
99,168305,3.8416,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
100,171106,3.3045,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
101,171251,3.1938,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102,172140,3.109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103,175692,3.3197,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24
104,176443,3.1537,5,-1,-1,-1,4,-1,5,5,-1,-1,10,24
105,176782,3.1537,5,-1,-1,-1,4,-1,5,5,-1,-1,10,24
106,177122,3.1537,5,-1,-1,-1,4,-1,5,5,-1,-1,10,24
107,178527,3.4413,6,1,4,-1,5,3,6,6,3,1,11,28
108,178604,4.1555,6,1,4,-1,5,3,6,6,3,1,11,28
109,178672,3.1791,6,1,4,-1,5,3,6,6,3,1,11,28
110,178849,3.7932,6,2,4,-1,5,3,6,6,3,2,13,32
111,178946,3.9101,6,2,4,-1,5,3,6,6,3,2,13,32
112,179020,3.3288,6,2,4,-1,5,3,6,6,3,2,13,32
113,179043,3.0353,6,2,4,-1,5,3,6,6,3,2,13,32
114,179140,4.4647,6,2,4,-1,5,3,6,6,3,2,13,32
115,179177,3.3706,6,2,4,-1,5,3,6,6,3,2,13,32
116,179972,3.0246,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
117,231936,3.5376,7,3,5,-1,6,4,7,7,4,-1,14,36
118,232031,3.0292,7,3,5,-1,6,4,7,7,4,-1,14,36
119,232183,3.0292,7,3,5,-1,6,4,7,7,4,-1,14,36
120,232325,3.0292,7,3,5,-1,6,4,7,7,4,-1,14,36
121,232465,3.0292,7,3,5,-1,6,4,7,7,4,-1,14,36
122,232605,3.0292,7,3,5,-1,6,4,7,7,4,-1,14,36
123,232758,3.0292,7,3,5,-1,6,4,7,7,4,-1,14,36
124,232912,3.0292,7,3,5,-1,6,4,7,7,4,-1,14,36
125,233054,3.0292,7,3,5,-1,6,4,7,7,4,-1,14,36
126,233211,3.0292,7,-1,5,-1,6,4,7,7,4,-1,15,-1
127,233769,3.4365,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
128,234014,4.1118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
129,235142,3.6778,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
130,237673,3.2628,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
131,238945,3.0915,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
132,240427,3.0773,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
133,241551,3.2306,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
134,243782,3.4685,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
135,244234,3.1296,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
136,245020,3.0458,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
137,245261,3.3507,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
138,248669,3.0182,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
139,252686,3.0405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
140,252821,3.0783,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
141,259371,3.0655,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
142,259540,3.1337,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
143,260727,3.0521,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
144,261807,3.5528,8,-1,6,-1,7,-1,8,8,-1,-1,16,40
145,262105,3.4179,8,-1,6,-1,7,-1,8,8,-1,-1,16,40
146,262157,3.2549,8,-1,6,-1,7,-1,8,8,-1,-1,16,40
147,262799,3.0747,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
148,263657,3.0706,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
149,264454,3.1506,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
150,265065,3.1537,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
151,266377,3.2418,9,-1,7,-1,8,-1,9,9,-1,-1,17,44
152,266443,4.2284,9,-1,7,-1,8,-1,9,9,-1,-1,17,44
153,266713,3.7595,9,-1,7,-1,8,-1,9,9,-1,-1,17,44
154,270018,3.4377,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
155,270719,3.9208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
156,274055,3.9747,10,4,8,2,9,5,10,10,5,3,18,48
157,274084,3.1124,10,4,8,2,9,5,10,10,5,3,18,48
158,274113,3.9747,10,4,8,2,9,5,10,10,5,3,18,48
159,274142,3.1537,10,4,8,2,9,5,10,10,5,3,18,48
160,274200,4.9626,10,4,8,2,9,5,10,10,5,3,18,48
161,274229,4.7235,10,4,8,2,9,5,10,10,5,3,18,48
162,274345,3.8996,10,4,8,3,9,5,10,10,5,4,20,52
163,274374,4.3696,10,4,8,3,9,5,10,10,5,4,20,52
164,274402,4.9626,10,4,8,3,9,5,10,10,5,4,20,52
165,278420,3.382,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
166,279649,3.1158,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
167,280547,3.5622,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
168,280635,3.1752,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
169,282876,3.0057,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
170,283255,3.1772,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
171,290654,3.5638,11,-1,9,-1,10,-1,11,11,6,-1,21,56
172,290791,3.3605,11,-1,9,-1,10,-1,11,11,6,-1,21,56
173,291037,3.0857,11,-1,9,-1,10,-1,11,11,6,-1,21,56
174,292303,3.9586,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
175,293470,3.2211,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
176,294663,3.4045,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
177,295846,3.7852,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
178,296882,3.1637,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
179,296912,3.1481,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
180,299579,3.3335,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
181,301332,3.0931,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
182,302899,3.083,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
183,304465,3.2062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
184,305136,4.2565,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
185,305798,3.0835,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
186,306260,4.04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
187,307828,3.1791,12,5,10,-1,11,6,12,12,7,-1,22,60
188,307965,3.4056,12,5,10,-1,11,6,12,12,7,-1,22,60
189,308014,3.3098,12,5,10,-1,11,6,12,12,7,-1,22,60
190,309202,3.4318,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
191,309953,3.3686,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
192,310902,3.0214,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
193,311284,3.153,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
194,312412,3.9547,-1,-1,-1,-1,-1,-1,13,-1,-1,-1,23,64
195,312912,3.762,-1,-1,-1,-1,-1,-1,13,-1,-1,-1,23,64
196,313054,3.1018,-1,-1,-1,-1,-1,-1,13,-1,-1,-1,23,64
197,313632,3.5243,13,6,11,-1,12,7,14,13,8,5,24,68
198,313698,3.5243,13,6,11,-1,12,7,14,13,8,5,24,68
199,313778,3.5243,13,6,11,-1,12,7,14,13,8,5,24,68
200,314804,3.3625,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
201,315697,3.4283,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
202,316633,3.4202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
203,320461,3.5143,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
204,320780,3.7282,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
205,321398,3.266,14,-1,-1,-1,13,-1,15,14,-1,-1,25,72
206,321705,3.2111,14,-1,-1,-1,13,-1,15,14,-1,-1,25,72
207,321840,3.5157,14,-1,-1,-1,13,-1,15,14,-1,-1,25,72
208,323837,3.7235,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
209,325663,3.2403,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,26,-1
210,326140,4.2823,15,-1,12,-1,14,8,16,15,9,-1,27,76
211,326315,3.4815,15,-1,12,-1,14,8,16,15,9,-1,27,76
212,326482,3.4815,15,-1,12,-1,14,8,16,15,9,-1,27,76
213,326892,3.2381,15,-1,13,-1,15,9,16,16,10,-1,29,80
214,326983,3.3507,15,-1,13,-1,15,9,16,16,10,-1,29,80
215,327168,3.0009,15,-1,13,-1,15,9,16,16,10,-1,29,80
216,328946,3.1314,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
217,330882,4.4034,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
218,331717,3.2248,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
219,333121,3.0585,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
220,337809,3.1637,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84
221,338581,3.1918,16,-1,-1,-1,-1,-1,17,-1,-1,-1,30,84
222,338989,3.289,16,-1,-1,-1,-1,-1,17,-1,-1,-1,30,84
223,339209,3.4401,16,-1,-1,-1,-1,-1,17,-1,-1,-1,30,84
224,342287,3.3054,17,7,14,-1,16,10,18,17,11,6,31,88
225,342375,3.3054,17,7,14,-1,16,10,18,17,11,6,31,88
226,342467,3.3054,17,7,14,-1,16,10,18,17,11,6,31,88
227,344367,3.0814,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
228,345334,3.5003,18,-1,15,-1,17,-1,19,18,-1,-1,32,92
229,345605,4.4895,18,-1,15,-1,17,-1,19,18,-1,-1,32,92
230,345713,3.1518,18,-1,15,-1,17,-1,19,18,-1,-1,32,92
231,346313,3.4078,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
232,347067,3.6676,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
233,348336,3.0164,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
234,350870,3.0061,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
235,351771,3.3261,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
236,353586,3.0711,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
237,354106,3.0009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
238,354410,3.3045,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
239,356187,3.9469,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
240,356205,3.1911,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
241,358213,3.1878,19,-1,16,-1,18,11,20,19,12,-1,33,96
242,358325,3.0585,19,-1,16,-1,18,11,20,19,12,-1,33,96
243,358493,3.0357,19,-1,16,-1,18,11,20,19,12,-1,33,96
244,360583,3.0953,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
245,361530,3.71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
246,362478,3.0521,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
247,362918,3.0706,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
248,363907,3.2684,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
249,364430,3.5638,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
250,366031,3.9031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
251,366197,3.4365,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
252,367721,3.1986,20,8,17,-1,19,12,21,20,13,7,34,100
253,367776,3.0585,20,8,17,-1,19,12,21,20,13,7,34,100
254,367885,3.1986,20,8,17,-1,19,12,21,20,13,7,34,100
255,367934,3.1986,20,8,17,-1,19,12,21,20,13,7,34,100
256,368030,3.2958,20,8,17,-1,19,12,21,20,13,7,34,100
257,368071,3.1765,20,8,17,-1,19,12,21,20,13,7,34,100
258,368276,3.1986,20,-1,17,-1,19,-1,21,20,13,-1,35,104
259,368419,3.1986,20,-1,17,-1,19,-1,21,20,13,-1,35,104
260,368692,3.1469,20,-1,17,-1,19,-1,21,20,-1,-1,36,-1
261,370791,3.6635,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
262,371493,3.041,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
263,375178,3.0862,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
264,375203,3.684,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
265,376867,3.6091,21,-1,18,-1,20,13,22,21,14,-1,37,108
266,377027,3.4034,21,-1,18,-1,20,13,22,21,14,-1,37,108
267,377204,3.2941,21,-1,18,-1,20,13,22,21,14,-1,37,108
268,377285,3.0146,21,-1,18,-1,20,13,22,21,14,-1,37,108
269,378141,3.6946,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
270,378220,3.1739,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
271,378777,3.1198,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
272,378881,3.295,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
273,380118,3.383,22,9,19,-1,21,14,23,22,15,8,38,112
274,380223,3.3862,22,9,19,-1,21,14,23,22,15,8,38,112
275,380263,3.0079,22,9,19,-1,21,14,23,22,15,8,38,112
276,382859,3.041,23,10,20,-1,22,15,24,23,16,-1,39,116
277,382980,3.1085,23,10,20,-1,22,15,24,23,16,-1,39,116
278,383086,3.3536,23,10,20,-1,22,15,24,23,16,-1,39,116
279,383944,3.1146,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
280,384474,3.1308,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
281,385322,3.0496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
282,386021,3.0496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
283,386226,3.4056,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
284,387107,3.2495,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
285,388555,3.4318,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
286,390560,3.8633,24,-1,-1,-1,23,-1,25,24,-1,-1,40,-1
287,390894,4.6326,24,11,21,-1,23,16,25,24,17,9,41,120
288,390916,3.2573,24,11,21,-1,23,16,25,24,17,9,41,120
289,390996,5.3215,24,11,21,-1,23,16,25,24,17,9,41,120
290,391526,3.0904,25,-1,22,-1,24,-1,26,25,18,-1,42,124
291,391567,3.4685,25,-1,22,-1,24,-1,26,25,18,-1,42,124
292,391816,3.1818,25,-1,22,-1,24,-1,26,25,18,-1,42,124
293,391988,3.4389,25,-1,22,-1,24,-1,26,25,18,-1,42,124
294,394762,4.58,26,12,23,-1,25,17,27,26,19,-1,43,-1
295,394884,4.2916,26,12,23,-1,25,17,27,26,19,10,44,-1
296,394966,4.8013,26,12,23,4,25,17,27,26,19,10,45,128
297,395006,4.2916,26,12,23,4,25,17,27,26,19,10,45,128
298,397194,3.082,-1,-1,-1,-1,-1,-1,28,-1,-1,-1,46,132
299,397638,3.0381,-1,-1,-1,-1,-1,-1,28,-1,-1,-1,46,132
300,398113,3.1079,-1,-1,-1,-1,-1,-1,28,-1,-1,-1,46,132
301,399403,3.4962,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
302,400670,3.8356,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
303,404876,3.6126,27,-1,-1,-1,26,-1,29,27,-1,-1,47,136
304,405227,3.1549,27,-1,-1,-1,26,-1,29,27,-1,-1,47,136
305,405509,3.0595,27,-1,-1,-1,26,-1,29,27,-1,-1,47,136
306,406356,3.2449,28,13,24,-1,27,18,30,28,20,11,48,140
307,406397,4.342,28,13,24,-1,27,18,30,28,20,11,48,140
308,406467,3.0348,28,13,24,-1,27,18,30,28,20,11,48,140
309,407339,3.4672,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
310,409028,3.1035,29,-1,-1,-1,-1,-1,31,-1,-1,-1,49,144
311,409124,3.1035,29,-1,-1,-1,-1,-1,31,-1,-1,-1,49,144
312,409568,3.1035,29,-1,-1,-1,28,-1,31,29,-1,-1,50,148
313,409874,3.0241,29,-1,-1,-1,28,-1,31,29,-1,-1,50,148
314,409970,3.1035,29,-1,-1,-1,28,-1,31,29,-1,-1,50,148
315,412473,3.6925,30,14,25,5,29,19,32,30,21,12,51,152
316,412529,4.2411,30,14,25,5,29,19,32,30,21,12,51,152
317,412565,3.0975,30,14,25,5,29,19,32,30,21,12,51,152
318,412606,3.6498,30,14,25,5,29,19,32,30,21,12,51,152
319,412693,3.6498,30,14,25,-1,29,19,32,30,21,12,52,-1
320,412828,3.6498,30,14,25,-1,29,19,32,30,21,-1,53,-1
321,412991,3.3872,30,15,25,6,29,19,32,30,21,13,55,156
322,413025,3.6498,30,15,25,6,29,19,32,30,21,13,55,156
323,413080,3.5406,30,15,25,6,29,19,32,30,21,13,55,156
324,413114,3.6925,30,15,25,6,29,19,32,30,21,13,55,156
325,413170,3.6234,30,15,25,6,29,19,32,30,21,13,55,156
326,413204,3.6925,30,15,25,6,29,19,32,30,21,13,55,156
327,413262,3.6234,30,15,25,6,29,19,32,30,21,13,55,156
328,413280,3.6498,30,15,25,6,29,19,32,30,21,13,55,156
329,413318,3.1085,30,15,25,6,29,19,32,30,21,13,55,156
330,413340,3.4711,30,15,25,6,29,19,32,30,21,13,55,156
331,413403,3.1818,30,15,25,7,29,19,32,30,21,13,57,156
332,413452,3.6498,30,15,25,7,29,19,32,30,21,13,57,156
333,413508,3.5867,30,15,25,7,29,19,32,30,21,13,57,156
334,413551,3.0106,30,15,25,7,29,19,32,30,21,13,57,156
335,413598,3.6498,30,15,25,7,29,19,32,30,21,13,57,156
336,413658,4.1355,30,15,25,-1,29,19,32,30,21,13,58,156
