id,center_pos,start_pos,end_pos,class_id,weight
278,382980,382972,382989,1,3.1085
279,383086,383078,383095,1,3.3536
280,383944,383936,383953,-1,3.1146
281,384474,384466,384483,-1,3.1308
282,385322,385314,385331,-1,3.0496
283,386021,386013,386030,-1,3.0496
284,386226,386218,386235,-1,3.4056
285,387107,387099,387116,-1,3.2495
286,388555,388547,388564,-1,3.4318
287,390560,390552,390569,-1,3.8633
288,390894,390886,390903,3,4.6326
289,390916,390908,390925,3,3.2573
290,390996,390988,391005,3,5.3215
291,391526,391518,391535,5,3.0904
292,391567,391559,391576,5,3.4685
293,391816,391808,391825,5,3.1818
294,391988,391980,391997,5,3.4389
295,394762,394754,394771,-1,4.58
296,394884,394876,394893,-1,4.2916
297,394966,394958,394975,3,4.8013
298,395006,394998,395015,3,4.2916
299,397194,397186,397203,6,3.082
300,397638,397630,397647,6,3.0381
301,398113,398105,398122,6,3.1079
302,399403,399395,399412,-1,3.4962
303,400670,400662,400679,-1,3.8356
304,404876,404868,404885,4,3.6126
305,405227,405219,405236,4,3.1549
306,405509,405501,405518,4,3.0595
307,406356,406348,406365,9,3.2449
308,406397,406389,406406,9,4.342
309,406467,406459,406476,9,3.0348
310,407339,407331,407348,-1,3.4672
311,409028,409020,409037,9,3.1035
312,409124,409116,409133,9,3.1035
313,409568,409560,409577,8,3.1035
314,409874,409866,409883,8,3.0241
315,409970,409962,409979,8,3.1035
316,412473,412465,412482,3,3.6925
317,412529,412521,412538,3,4.2411
318,412565,412557,412574,3,3.0975
319,412606,412598,412615,3,3.6498
320,412693,412685,412702,-1,3.6498
321,412828,412820,412837,-1,3.6498
322,412991,412983,413000,3,3.3872
323,413025,413017,413034,3,3.6498
324,413080,413072,413089,3,3.5406
325,413114,413106,413123,3,3.6925
326,413170,413162,413179,3,3.6234
327,413204,413196,413213,3,3.6925
328,413262,413254,413271,3,3.6234
329,413280,413272,413289,3,3.6498
330,413318,413310,413327,3,3.1085
331,413340,413332,413349,3,3.4711
332,413403,413395,413412,3,3.1818
333,413452,413444,413461,3,3.6498
334,413508,413500,413517,3,3.5867
335,413551,413543,413560,3,3.0106
336,413598,413590,413607,3,3.6498
337,413658,413650,413667,3,4.1355
338,413770,413762,413779,-1,3.129
339,415782,415774,415791,-1,3.4034
340,417800,417792,417809,-1,3.3439
341,419528,419520,419537,9,3.567
342,419599,419591,419608,9,3.0325
343,419941,419933,419950,9,3.9066
344,420006,419998,420015,9,3.7167
345,420141,420133,420150,9,3.2612
346,421807,421799,421816,-1,3.1085
347,422213,422205,422222,-1,3.0325
348,427642,427634,427651,-1,3.0009
349,429361,429353,429370,-1,3.0585
350,429449,429441,429458,-1,3.1518
351,430858,430850,430867,3,3.8508
352,430912,430904,430921,3,4.8894
353,431054,431046,431063,-1,3.7825
354,431309,431301,431318,-1,3.1085
355,431716,431708,431725,9,3.0325
356,431811,431803,431820,9,3.1675
357,434891,434883,434900,-1,3.1701
358,434974,434966,434983,-1,3.8861
359,436889,436881,436898,-1,3.0232
360,437639,437631,437648,-1,3.4012
361,444166,444158,444175,-1,3.1319
362,446717,446709,446726,-1,3.2411
363,447788,447780,447797,-1,3.3675
364,448641,448633,448650,-1,3.202
365,449662,449654,449671,-1,3.1599
366,450393,450385,450402,-1,3.2132
367,451159,451151,451168,-1,3.0039
368,451393,451385,451402,-1,4.5544
369,452293,452285,452302,-1,3.4522
370,455210,455202,455219,-1,3.4089
371,455662,455654,455671,-1,3.0731
372,459109,459101,459118,-1,3.5952
373,459564,459556,459573,8,3.0585
374,460314,460306,460323,8,3.1918
375,460526,460518,460535,8,3.2684
376,460708,460700,460717,8,3.0675
377,462798,462790,462807,-1,3.3635
378,466428,466420,466437,-1,3.0031
379,467634,467626,467643,-1,3.1487
380,469134,469126,469143,5,3.2907
381,469263,469255,469272,5,3.1135
382,469502,469494,469511,5,3.8416
383,473189,473181,473198,4,3.2708
384,473326,473318,473335,4,3.2708
385,473809,473801,473818,4,3.3575
386,474209,474201,474218,4,3.2495
387,474924,474916,474933,-1,3.2733
388,475752,475744,475761,-1,3.2204
389,476397,476389,476406,-1,3.2684
390,476771,476763,476780,-1,3.098
391,477898,477890,477907,-1,3.1518
392,478030,478022,478039,-1,4.3363
393,478919,478911,478928,5,3.1791
394,478978,478970,478987,5,3.7212
395,479330,479322,479339,5,3.2204
396,479416,479408,479425,5,3.5901
397,480238,480230,480247,5,3.3363
398,481007,480999,481016,5,3.1296
399,481038,481030,481047,-1,3.1296
400,482356,482348,482365,5,3.1681
401,482466,482458,482475,5,4.0516
402,482692,482684,482701,5,3.0061
403,483414,483406,483423,3,3.451
404,483464,483456,483473,3,3.0205
405,483497,483489,483506,3,3.2269
406,483965,483957,483974,7,3.6459
407,484319,484311,484328,7,3.6126
408,484890,484882,484899,-1,3.4389
409,487457,487449,487466,-1,3.1314
410,491196,491188,491205,-1,3.3915
411,491965,491957,491974,-1,3.0872
412,493280,493272,493289,-1,4.118
413,495560,495552,495569,4,3.71
414,495966,495958,495975,4,4.1232
415,496179,496171,496188,4,3.0625
416,497482,497474,497491,-1,3.2457
417,500790,500782,500799,-1,3.5331
418,501064,501056,501073,1,3.5331
419,501138,501130,501147,1,3.1337
420,501346,501338,501355,1,3.5331
421,501827,501819,501836,-1,3.2336
422,503693,503685,503702,-1,3.0022
423,504616,504608,504625,-1,3.399
424,505266,505258,505275,-1,3.1367
425,505438,505430,505447,-1,3.1643
426,506056,506048,506065,-1,3.4214
427,506942,506934,506951,-1,4.0026
428,507522,507514,507531,8,3.0835
429,507876,507868,507885,8,3.9101
430,507993,507985,508002,8,3.2027
431,508355,508347,508364,-1,3.3625
432,510448,510440,510457,-1,3.3188
433,510555,510547,510564,-1,3.9747
434,511894,511886,511903,1,3.2034
435,512063,512055,512072,1,3.0035
436,512181,512173,512190,1,3.4802
437,513870,513862,513879,7,5.1079
438,514222,514214,514231,7,3.6757
439,515932,515924,515941,-1,3.8268
440,516509,516501,516518,1,3.6459
441,516559,516551,516568,1,3.6655
442,516703,516695,516712,1,3.1555
443,516817,516809,516826,1,3.8125
444,517274,517266,517283,-1,3.5482
445,519829,519821,519838,0,5.2168
446,520274,520266,520283,0,3.109
447,521644,521636,521653,-1,3.6003
448,523929,523921,523938,2,4.466
449,524170,524162,524179,2,3.2441
450,524429,524421,524438,2,3.2441
451,524886,524878,524895,-1,3.2336
452,527387,527379,527396,-1,3.3072
453,528167,528159,528176,-1,3.5406
454,528504,528496,528513,-1,3.1838
455,530181,530173,530190,-1,3.4283
456,531752,531744,531761,-1,3.3565
457,532342,532334,532351,-1,3.0778
458,532496,532488,532505,-1,3.1518
459,534823,534815,534832,-1,3.6271
460,536136,536128,536145,-1,3.3288
461,540644,540636,540653,-1,3.9355
462,541473,541465,541482,-1,3.3363
463,545029,545021,545038,-1,3.7282
464,545088,545080,545097,-1,3.1337
465,548197,548189,548206,1,3.4067
466,548338,548330,548347,1,3.062
467,548603,548595,548612,5,3.3969
468,548815,548807,548824,5,3.0031
469,548895,548887,548904,5,3.153
470,552858,552850,552867,-1,3.4377
471,557186,557178,557195,-1,3.0205
472,559505,559497,559514,-1,3.1891
473,560048,560040,560057,9,3.3788
474,560129,560121,560138,9,3.1904
475,560241,560233,560250,9,4.3391
476,560704,560696,560713,7,3.1221
477,561070,561062,561079,7,3.3969
478,561682,561674,561691,-1,3.3893
479,562103,562095,562112,8,3.4535
480,562261,562253,562270,8,3.0737
481,562519,562511,562528,8,3.2426
482,565060,565052,565069,-1,3.1518
483,566231,566223,566240,-1,3.5544
484,566552,566544,566561,-1,4.2211
485,568182,568174,568191,5,3.1972
486,568201,568193,568210,5,3.0477
487,568531,568523,568540,5,3.7645
488,569025,569017,569034,-1,3.0141
489,570486,570478,570495,-1,3.2644
490,576417,576409,576426,-1,3.3893
491,576733,576725,576742,-1,3.2062
492,577978,577970,577987,-1,3.4248
493,578439,578431,578448,-1,3.0794
494,578629,578621,578638,3,3.3045
495,578654,578646,578663,3,3.4908
496,578708,578700,578717,3,3.0246
497,578728,578720,578737,3,3.2269
498,578868,578860,578877,5,3.284
499,579015,579007,579024,5,3.3645
500,579783,579775,579792,1,3.1675
501,579879,579871,579888,1,3.2668
502,580043,580035,580052,1,3.3224
503,580450,580442,580459,3,3.2104
504,580482,580474,580491,3,3.3747
505,580522,580514,580531,3,3.567
506,580545,580537,580554,3,3.2182
507,581340,581332,581349,-1,3.7328
508,581767,581759,581776,-1,3.0555
509,582597,582589,582606,-1,3.341
510,583054,583046,583063,-1,4.2321
511,585655,585647,585664,-1,3.2457
512,586980,586972,586989,-1,3.4365
513,587111,587103,587120,-1,3.2314
514,588534,588526,588543,9,3.0297
515,588631,588623,588640,9,3.3969
516,589119,589111,589128,4,3.3969
517,589513,589505,589522,4,3.3969
518,589710,589702,589719,4,3.3969
519,591981,591973,591990,-1,3.4572
520,593922,593914,593931,-1,3.5287
521,594699,594691,594708,1,3.4225
522,594756,594748,594765,1,3.2321
523,595016,595008,595025,1,3.1993
524,595073,595065,595082,1,3.1002
525,595679,595671,595688,-1,3.0264
526,597287,597279,597296,-1,3.0386
527,597530,597522,597539,-1,3.3288
528,600430,600422,600439,-1,3.4559
529,601867,601859,601876,-1,4.3401
530,602059,602051,602068,-1,3.214
531,602672,602664,602681,5,3.3242
532,602831,602823,602840,5,3.3242
533,602990,602982,602999,5,3.3242
534,603487,603479,603496,6,3.0575
535,603936,603928,603945,6,3.6778
536,605352,605344,605361,-1,3.109
537,606282,606274,606291,-1,3.1858
538,606777,606769,606786,-1,3.2668
539,609101,609093,609110,9,4.0482
540,609206,609198,609215,9,3.067
541,609274,609266,609283,9,3.202
542,609639,609631,609648,3,4.4001
543,609677,609669,609686,3,3.2132
544,611610,611602,611619,-1,3.1261
545,612446,612438,612455,-1,3.0419
546,614940,614932,614949,1,3.1637
547,615018,615010,615027,1,3.1141
548,615151,615143,615160,1,3.1367
549,616164,616156,616173,2,4.0283
550,616452,616444,616461,2,4.0283
551,618421,618413,618430,-1,3.1662
552,618531,618523,618540,-1,3.5452
553,619717,619709,619726,-1,3.4123
554,620891,620883,620900,-1,4.0482
555,621976,621968,621985,5,3.4622
556,622144,622136,622153,5,3.5157
557,622318,622310,622327,5,3.0264
558,622497,622489,622506,5,3.4647
559,623482,623474,623491,-1,3.0851
560,624566,624558,624575,9,3.295
561,624634,624626,624643,9,3.7799
562,624758,624750,624767,9,3.4802
563,625810,625802,625819,-1,3.9788
564,627288,627280,627297,-1,3.1555
565,628582,628574,628591,-1,3.2733
566,629462,629454,629471,-1,3.1361
567,629683,629675,629692,9,3.4547
568,629792,629784,629801,9,3.1675
569,629870,629862,629879,9,3.556
570,630228,630220,630237,3,3.9066
571,630293,630285,630302,3,3.1085
572,630325,630317,630334,3,3.301
573,631265,631257,631274,4,3.067
574,631576,631568,631585,4,3.6655
575,631897,631889,631906,4,3.8356
576,632144,632136,632153,4,4.062
577,633155,633147,633164,8,3.0937
578,633279,633271,633288,8,3.1203
579,633562,633554,633571,8,3.4179
580,634273,634265,634282,-1,3.1487
581,634535,634527,634544,-1,3.3098
582,635121,635113,635130,-1,4.2034
583,635179,635171,635188,-1,3.2284
584,636237,636229,636246,3,3.9281
585,636296,636288,636305,3,3.4634
586,636320,636312,636329,3,3.9914
587,636755,636747,636764,3,3.7721
588,636778,636770,636787,3,3.1986
589,637495,637487,637504,1,3.2154
590,637601,637593,637610,1,3.0061
591,637716,637708,637725,1,3.209
592,642493,642485,642502,-1,3.3019
593,642514,642506,642523,-1,4.2749
594,643712,643704,643721,-1,3.1146
595,645621,645613,645630,-1,3.6655
596,646937,646929,646946,-1,3.5171
597,647582,647574,647591,-1,3.5258
598,647665,647657,647674,3,4.1688
599,647719,647711,647728,3,4.1688
600,647746,647738,647755,3,4.1688
601,647790,647782,647799,3,4.1688
602,647817,647809,647826,3,4.1688
603,647844,647836,647853,3,5.2848
604,647871,647863,647880,3,3.2573
605,647898,647890,647907,3,4.1688
606,647925,647917,647934,3,4.1688
607,647952,647944,647961,3,4.0969
608,648006,647998,648015,3,5.2269
609,648029,648021,648038,3,4.1688
610,648056,648048,648065,3,4.1688
611,648100,648092,648109,3,4.1688
612,648127,648119,648136,3,4.1688
613,648154,648146,648163,3,5.0329
614,648181,648173,648190,3,4.1688
615,648235,648227,648244,3,3.2573
616,648262,648254,648271,3,4.1688
617,648289,648281,648298,3,4.2055
618,648316,648308,648325,3,4.1688
619,648343,648335,648352,3,4.1688
620,648370,648362,648379,3,4.1688
621,648397,648389,648406,3,4.1688
622,648424,648416,648433,3,4.1688
623,648451,648443,648460,3,4.2055
624,648478,648470,648487,3,4.1688
625,648505,648497,648514,3,4.1688
626,648532,648524,648541,3,4.1688
627,648559,648551,648568,3,4.1688
628,648586,648578,648595,3,4.1688
629,648613,648605,648622,3,4.1688
630,648640,648632,648649,3,5.0329
631,648667,648659,648676,3,4.1688
632,648694,648686,648703,3,4.2055
633,648721,648713,648730,3,3.2573
634,648748,648740,648757,3,4.1688
635,648775,648767,648784,3,4.2055
636,648802,648794,648811,3,4.1688
637,648829,648821,648838,3,4.1688
638,648856,648848,648865,3,4.0516
639,648879,648871,648888,3,4.1688
640,648906,648898,648915,3,3.1146
641,649052,649044,649061,3,3.2487
642,649096,649088,649105,3,3.2573
643,649134,649126,649143,3,3.1079
644,649242,649234,649251,9,3.2351
645,649296,649288,649305,9,3.4101
646,649404,649396,649413,9,3.2573
647,649431,649423,649440,9,3.1146
648,649550,649542,649559,3,3.2418
649,649577,649569,649586,3,3.1931
650,649604,649596,649613,3,3.202
651,649631,649623,649640,3,3.8794
652,649712,649704,649721,9,3.2573
653,649739,649731,649748,9,3.2573
654,649837,649829,649846,9,3.2573
655,650240,650232,650249,-1,3.1675
656,652123,652115,652132,-1,3.3045
657,656801,656793,656810,-1,3.383
658,657859,657851,657868,-1,3.1688
659,657945,657937,657954,-1,3.1675
660,658511,658503,658520,-1,3.1831
661,658818,658810,658827,-1,3.0386
662,660829,660821,660838,-1,3.3002
663,662002,661994,662011,-1,3.5287
664,662593,662585,662602,-1,3.1688
665,664214,664206,664223,-1,3.1451
666,666732,666724,666741,9,3.0443
667,666854,666846,666863,9,3.7282
668,666913,666905,666922,9,3.1445
669,667271,667263,667280,9,3.1798
670,667360,667352,667369,9,3.8069
671,668203,668195,668212,-1,3.3809
672,668782,668774,668791,-1,3.5544
673,669832,669824,669841,-1,3.3072
674,669980,669972,669989,-1,3.1314
675,670491,670483,670500,-1,3.2076
676,671073,671065,671082,8,3.2104
677,671104,671096,671113,8,3.4976
678,671470,671462,671479,8,3.1314
679,673318,673310,673327,-1,4.3325
680,674130,674122,674139,-1,3.1057
681,675098,675090,675107,3,3.2807
682,675164,675156,675173,3,3.8962
683,675183,675175,675192,3,3.248
684,676931,676923,676940,-1,3.2941
685,677534,677526,677543,-1,3.4559
686,677882,677874,677891,-1,3.8697
687,680780,680772,680789,-1,3.098
688,682211,682203,682220,-1,3.1884
689,684348,684340,684357,-1,4.3556
690,684568,684560,684577,9,4.983
691,684661,684653,684670,9,3.0742
692,685276,685268,685285,-1,3.0915
693,685565,685557,685574,1,3.7773
694,685687,685679,685696,1,4.3298
695,686739,686731,686748,-1,3.1733
696,687314,687306,687323,-1,3.1818
697,687992,687984,688001,8,4.2581
698,688032,688024,688041,8,3.1811
699,688441,688433,688450,8,3.262
700,689280,689272,689289,8,3.1308
701,692238,692230,692247,-1,3.1308
702,692840,692832,692849,-1,3.0292
703,694870,694862,694879,-1,3.2062
704,695042,695034,695051,-1,3.2062
705,697039,697031,697048,-1,3.2388
706,698167,698159,698176,-1,3.0472
707,699455,699447,699464,-1,3.3344
708,701143,701135,701152,-1,3.5361
709,701718,701710,701727,-1,3.1624
710,702034,702026,702043,-1,3.1518
711,703035,703027,703044,-1,3.0074
712,704210,704202,704219,-1,3.3665
713,706133,706125,706142,-1,3.7471
714,707523,707515,707532,-1,3.1343
715,707782,707774,707791,-1,3.202
716,708877,708869,708886,1,3.1726
717,708951,708943,708960,1,3.4389
718,709093,709085,709102,1,3.2644
719,712145,712137,712154,-1,3.2916
720,712859,712851,712868,-1,4.5243
721,714119,714111,714128,-1,3.1267
722,714401,714393,714410,-1,3.4295
723,715006,714998,715015,-1,3.9172
724,715614,715606,715623,-1,3.0521
725,717020,717012,717029,-1,3.9747
726,717127,717119,717136,-1,3.3188
727,720069,720061,720078,-1,3.5436
728,720277,720269,720286,-1,3.0894
729,720821,720813,720830,-1,3.0434
730,721447,721439,721456,-1,4.2449
731,721529,721521,721538,-1,3.3261
732,722054,722046,722063,-1,3.4283
733,723462,723454,723471,-1,3.7595
734,723778,723770,723787,-1,3.6126
735,725938,725930,725947,-1,3.3002
736,726755,726747,726764,-1,3.0975
737,727487,727479,727496,-1,3.2262
738,731819,731811,731828,-1,4.7212
739,732348,732340,732357,8,3.7852
740,732642,732634,732651,8,3.3307
741,732781,732773,732790,8,3.5391
742,733737,733729,733746,8,3.1675
743,734049,734041,734058,3,4.4179
744,734071,734063,734080,3,4.3354
745,734802,734794,734811,-1,3.2668
746,735261,735253,735270,-1,3.0381
747,736761,736753,736770,5,3.3516
748,736917,736909,736926,5,5.4012
749,737415,737407,737424,-1,3.6819
750,740706,740698,740715,-1,3.2125
751,741562,741554,741571,9,3.3788
752,741667,741659,741676,9,3.0814
753,741744,741736,741753,9,3.7375
754,741934,741926,741943,-1,3.4067
755,743777,743769,743786,-1,3.2388
756,745481,745473,745490,1,3.3028
757,745639,745631,745648,1,3.0061
