id,center_pos,weight,draw_input0,draw_input1,draw_input2,draw_input3,draw_input4,draw_input5,draw_input6,draw_input7,draw_input8,draw_input9,arr_final,arr_final_draw
52,90263,3.2916,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
53,91407,3.0915,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
54,93459,3.1146,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
55,94089,3.3915,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
56,95215,3.0123,3,7,7,5,-1,5,7,6,1,4,11,44
57,95274,3.0123,3,7,7,5,1,5,7,6,1,4,12,48
58,95297,3.4908,3,7,7,5,1,5,7,6,1,4,12,48
59,95336,3.0123,3,7,7,5,1,5,7,6,1,4,12,48
60,95365,3.0123,3,7,7,5,1,5,7,6,1,4,12,48
61,95388,3.4908,3,7,7,5,1,5,7,6,1,4,12,48
62,95419,3.1618,3,7,7,5,1,5,7,6,1,4,12,48
63,95456,3.0521,3,7,7,5,1,5,7,6,1,4,12,48
64,95540,3.7328,3,7,7,5,-1,5,7,6,1,4,13,52
65,95570,3.2358,3,7,7,5,-1,5,7,6,1,4,13,52
66,146137,3.585,4,8,8,6,-1,6,8,7,2,5,14,56
67,146172,3.8539,4,8,8,6,-1,6,8,7,2,5,14,56
68,146250,4.2716,4,8,8,6,-1,6,8,7,2,5,14,56
69,146343,3.1397,4,8,8,6,-1,6,8,7,-1,5,15,60
70,147052,3.0273,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
71,148068,3.059,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
72,149839,4.0872,5,9,9,7,-1,7,9,8,-1,6,16,64
73,149936,3.0443,5,9,9,7,-1,7,9,8,-1,6,16,64
74,150063,3.0264,5,9,9,7,-1,7,9,8,-1,6,16,64
75,150194,3.0269,-1,9,9,7,-1,7,9,8,-1,6,17,68
76,150883,3.3706,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
77,152537,3.3526,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
78,152597,3.5901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
79,153935,3.699,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
80,154116,3.6882,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,154795,3.2765,6,10,10,8,2,8,10,9,3,7,18,72
82,154833,3.2765,6,10,10,8,2,8,10,9,3,7,18,72
83,154871,3.2765,6,10,10,8,2,8,10,9,3,7,18,72
84,154909,3.2765,6,10,10,8,2,8,10,9,3,7,18,72
85,154947,3.2765,6,10,10,8,2,8,10,9,3,7,18,72
86,154985,3.2765,6,10,10,8,2,8,10,9,3,7,18,72
87,155023,3.2765,6,10,10,8,2,8,10,9,3,7,18,72
88,155061,3.2765,6,10,10,8,2,8,10,9,3,7,18,72
89,155099,3.2765,6,10,10,8,2,8,10,9,3,7,18,72
90,155137,3.2765,6,10,10,8,2,8,10,9,3,7,18,72
91,155255,3.0246,6,10,10,8,-1,8,10,9,-1,7,19,76
92,156791,3.2757,-1,11,11,9,-1,-1,11,10,-1,-1,20,80
93,157056,3.2118,7,11,11,9,-1,9,11,10,4,8,21,84
94,157086,3.0088,7,11,11,9,-1,9,11,10,4,8,21,84
95,157178,3.3778,7,11,11,9,-1,9,11,10,4,8,21,84
96,157252,3.0297,7,11,11,9,3,9,11,10,4,8,22,88
97,157285,3.2321,7,11,11,9,3,9,11,10,4,8,22,88
98,157306,3.202,7,11,11,9,3,9,11,10,4,8,22,88
99,158026,4.3716,8,12,12,10,-1,10,12,11,5,9,23,92
100,158099,4.2676,8,12,12,10,-1,10,12,11,5,9,23,92
101,159167,4.5143,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102,160178,3.1463,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103,160707,3.6946,-1,13,13,11,-1,-1,13,12,-1,-1,24,96
104,160741,3.4763,-1,13,13,11,-1,-1,13,12,-1,-1,24,96
105,161009,3.5702,-1,13,13,11,-1,-1,13,12,-1,-1,24,96
106,161201,3.4401,-1,13,13,11,-1,-1,13,12,-1,-1,24,96
107,162759,3.2692,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
108,162955,3.0214,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
109,163576,3.1433,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110,164330,3.3288,-1,14,14,12,-1,11,14,13,-1,-1,25,100
111,164516,3.0004,-1,14,14,12,-1,11,14,13,-1,-1,25,100
112,164592,3.2757,-1,14,14,12,-1,11,14,13,-1,-1,25,100
113,164906,3.0691,-1,14,14,13,-1,12,14,13,-1,-1,27,104
114,165087,3.7825,-1,14,14,13,-1,12,14,13,-1,-1,27,104
115,165229,3.1791,-1,14,14,13,-1,12,14,13,-1,-1,27,104
116,166038,4.1101,-1,15,15,-1,-1,-1,15,14,-1,-1,28,108
117,166363,3.1512,-1,15,15,-1,-1,-1,15,14,-1,-1,28,108
118,166513,3.059,-1,15,15,-1,-1,-1,15,14,-1,-1,28,108
119,166905,3.1107,-1,-1,15,-1,-1,-1,15,-1,-1,-1,29,112
120,167050,3.3089,-1,-1,15,-1,-1,-1,15,-1,-1,-1,29,112
121,167591,4.0334,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
122,168722,3.9355,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
123,168777,3.0691,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
124,169622,3.6517,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
125,170171,3.6882,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
126,170830,3.7852,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
127,172101,3.7721,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
128,172236,3.219,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
129,172849,3.9547,-1,16,16,14,-1,-1,16,15,-1,-1,30,116
130,173112,4.6882,-1,16,16,14,-1,-1,16,15,-1,-1,30,116
131,174164,3.4776,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
132,174217,3.9172,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
133,175257,3.1649,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
134,176792,3.0721,-1,17,17,-1,-1,-1,17,-1,-1,-1,31,120
135,177159,3.0292,-1,17,17,-1,-1,-1,17,16,-1,-1,32,124
136,177331,4.8665,-1,17,17,-1,-1,-1,17,16,-1,-1,32,124
137,177658,3.3546,-1,17,17,-1,-1,-1,17,16,-1,-1,32,124
138,178263,3.3335,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
139,178817,3.214,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
140,179033,3.1267,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
141,179596,3.5751,-1,-1,18,-1,-1,-1,18,-1,-1,-1,33,128
142,180010,3.0325,-1,-1,18,-1,-1,-1,18,-1,-1,-1,33,128
143,180456,3.2197,-1,-1,18,-1,-1,-1,18,-1,-1,-1,33,128
144,180870,3.0788,-1,-1,18,-1,-1,-1,18,-1,-1,-1,33,128
145,182709,3.1397,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
146,184093,3.2299,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
147,185602,4.1543,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
148,186166,3.6861,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
149,189770,3.983,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
150,190162,3.3595,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
151,190690,4.4353,9,18,19,15,-1,13,19,17,6,10,34,132
152,190755,4.3363,9,18,19,15,-1,13,19,17,6,10,34,132
153,191333,5.0605,10,19,20,16,4,14,20,18,7,11,35,136
154,191373,3.3316,10,19,20,16,4,14,20,18,7,11,35,136
155,192855,3.6253,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
156,193122,3.0141,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
157,193685,3.1637,-1,20,21,17,-1,15,21,19,-1,-1,36,140
158,193756,3.2328,-1,20,21,17,-1,15,21,19,-1,-1,36,140
159,193965,3.0555,-1,20,21,17,-1,15,21,19,-1,-1,36,140
160,194026,3.2857,-1,20,21,17,-1,15,21,19,-1,-1,36,140
161,195546,3.9469,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
162,195822,3.4413,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
163,197338,3.2565,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
164,197415,3.2487,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
165,198240,3.3757,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
166,198348,3.1415,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
167,198988,4.3036,-1,21,22,-1,-1,-1,22,-1,-1,-1,37,144
168,199323,3.2549,-1,21,22,18,-1,16,22,20,-1,12,38,148
169,199449,3.0004,-1,21,22,18,-1,16,22,20,-1,12,38,148
170,199590,3.5376,-1,21,22,18,-1,16,22,20,-1,12,38,148
171,199626,3.1463,-1,21,22,18,-1,16,22,20,-1,12,38,148
172,199964,3.3429,-1,21,22,-1,-1,-1,22,-1,-1,-1,39,152
173,201205,4.4647,-1,22,23,-1,-1,-1,23,-1,-1,-1,40,156
174,201299,3.0472,-1,22,23,-1,-1,-1,23,-1,-1,-1,40,156
175,201648,3.7852,-1,22,23,-1,-1,-1,23,-1,-1,-1,40,156
176,201920,3.3354,-1,22,23,-1,-1,-1,23,-1,-1,-1,40,156
177,203817,3.0778,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
178,204927,3.3382,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
179,205930,3.2168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
180,205954,4.4179,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
181,206483,3.9957,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
182,207322,3.6696,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
183,207536,3.2716,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
184,209259,3.4248,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
185,212527,3.1979,-1,-1,24,-1,-1,-1,-1,-1,-1,-1,41,160
186,213020,3.2076,-1,23,24,19,-1,17,24,21,-1,-1,42,164
187,213221,3.4802,-1,23,24,19,-1,17,24,21,-1,-1,42,164
188,213313,3.0009,-1,23,24,19,-1,17,24,21,-1,-1,42,164
189,213641,3.3206,-1,23,24,-1,-1,-1,24,21,-1,-1,43,168
190,215261,3.4789,-1,24,25,20,-1,18,25,22,-1,-1,44,172
191,215292,3.7747,-1,24,25,20,-1,18,25,22,-1,-1,44,172
192,215482,3.699,-1,24,25,20,-1,18,25,22,-1,-1,44,172
193,215737,3.0434,-1,24,25,20,-1,-1,25,22,-1,-1,45,176
194,216296,4.0283,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
195,217100,3.1624,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
196,217706,3.0996,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
197,217754,3.3019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
198,218311,3.0269,-1,25,26,-1,-1,-1,26,23,-1,-1,46,180
199,218354,3.5952,-1,25,26,-1,-1,-1,26,23,-1,-1,46,180
200,218636,3.9706,-1,25,26,-1,-1,-1,26,23,-1,-1,46,180
201,218791,3.4572,-1,25,26,-1,-1,-1,26,23,-1,-1,46,180
202,219391,3.0395,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
203,220234,3.0017,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
204,220546,3.567,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
205,221148,3.2161,11,26,27,21,5,19,27,24,8,13,47,184
206,221193,6.3665,11,26,27,21,5,19,27,24,8,13,47,184
207,221287,4.3778,11,26,27,21,-1,19,27,24,-1,13,48,188
208,221814,3.7959,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
209,223303,3.0458,12,27,28,22,-1,20,28,25,9,14,49,192
210,223376,3.1349,12,27,28,22,-1,20,28,25,9,14,49,192
211,223401,3.3605,12,27,28,22,-1,20,28,25,9,14,49,192
212,223862,3.0953,-1,-1,28,-1,-1,-1,-1,-1,-1,-1,50,196
213,224595,3.0052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
214,225280,3.0915,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
215,228494,3.2774,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
216,229912,3.7496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
217,230983,3.7545,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
218,232059,3.1397,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
219,232160,3.27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
220,233236,3.3439,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
221,234526,3.0061,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
222,235761,3.1586,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
223,237555,3.3969,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
224,240852,3.0128,13,28,29,23,6,21,29,26,10,15,51,200
225,240901,3.1331,13,28,29,23,6,21,29,26,10,15,51,200
226,240932,3.1331,13,28,29,23,6,21,29,26,10,15,51,200
227,241189,3.8182,-1,28,29,23,-1,-1,29,26,-1,-1,52,204
228,242008,3.5072,14,29,30,24,-1,22,30,27,-1,16,53,208
229,242128,3.0706,14,29,30,24,-1,22,30,27,-1,16,53,208
230,242235,3.2284,14,29,30,24,-1,22,30,27,-1,16,53,208
231,242535,3.202,-1,29,30,-1,-1,-1,30,27,-1,-1,54,212
232,242716,3.1445,-1,29,30,-1,-1,-1,30,27,-1,-1,54,212
233,243387,3.8962,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
234,243482,3.7852,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
235,244235,3.1319,-1,-1,31,-1,-1,-1,-1,-1,-1,-1,55,216
236,244710,3.2749,-1,-1,31,-1,-1,-1,-1,-1,-1,-1,55,216
237,244732,3.8268,-1,-1,31,-1,-1,-1,-1,-1,-1,-1,55,216
238,245395,3.0482,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
239,246288,3.1959,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
240,246364,3.1752,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
241,247509,3.1555,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
242,248234,3.2262,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
243,249703,3.3686,15,30,32,25,-1,23,31,28,11,17,56,220
244,249738,3.1002,15,30,32,25,-1,23,31,28,11,17,56,220
245,249792,3.8297,15,30,32,25,-1,23,31,28,11,17,56,220
246,250119,3.1972,-1,30,32,-1,-1,-1,31,28,-1,-1,57,224
247,250944,3.3401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
248,252041,3.3072,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
249,252318,3.4949,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
250,252961,3.3872,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
251,256765,3.0264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
252,258727,3.6536,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
253,259180,3.1549,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
254,260551,3.1938,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
255,262140,3.0691,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
256,263150,3.0044,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
257,265596,3.8928,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
258,266020,3.0555,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
259,266557,3.3958,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
260,266986,3.109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
261,268391,3.1838,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
262,269702,3.5186,16,31,33,26,-1,24,32,29,-1,18,58,228
263,269796,3.0521,16,31,33,26,-1,24,32,29,12,18,59,232
264,269858,3.0851,16,31,33,26,-1,24,32,29,12,18,59,232
265,269877,3.7825,16,31,33,26,-1,24,32,29,12,18,59,232
266,270713,3.1451,-1,-1,34,-1,-1,-1,-1,-1,-1,-1,60,236
267,271217,3.007,-1,-1,34,-1,-1,-1,-1,-1,-1,-1,60,236
268,271431,3.0768,-1,-1,34,-1,-1,-1,-1,-1,-1,-1,60,236
269,272143,3.9547,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
270,273987,3.6459,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
271,274042,3.4034,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
272,275402,3.1811,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
273,276534,3.0191,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
274,277159,3.2147,-1,-1,35,-1,-1,-1,-1,-1,-1,-1,61,240
275,277652,3.0424,-1,-1,35,-1,-1,-1,-1,-1,-1,-1,61,240
276,277723,4.5421,-1,-1,35,-1,-1,-1,-1,-1,-1,-1,61,240
277,278954,3.3958,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
278,281044,3.2464,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
279,282992,3.618,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
280,285413,3.7144,-1,-1,36,-1,-1,-1,33,-1,-1,-1,62,244
281,285831,3.0857,-1,-1,36,-1,-1,-1,33,-1,-1,-1,62,244
282,286208,3.0731,-1,-1,36,-1,-1,-1,33,-1,-1,-1,62,244
283,288531,4.1643,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
284,289357,3.0132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
285,290882,3.0315,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
286,292588,3.7305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
287,293274,3.2596,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
288,293405,4.2403,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
289,294235,3.0241,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
290,295553,3.27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
291,297970,3.3188,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
292,299105,3.8416,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
293,302217,3.2976,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
294,304553,3.1101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
295,304762,3.7328,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
296,306432,3.4935,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
297,308366,4.58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
298,309125,3.2573,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
299,309977,3.1433,-1,32,37,-1,-1,-1,34,-1,-1,-1,63,248
300,310314,3.9872,-1,32,37,-1,-1,-1,34,-1,-1,-1,63,248
301,310475,3.1163,-1,32,37,-1,-1,-1,34,-1,-1,-1,63,248
302,310923,3.0419,-1,-1,37,-1,-1,-1,34,-1,-1,-1,64,252
303,311867,4.4449,-1,33,38,27,-1,25,35,30,-1,19,65,256
304,311995,3.0825,-1,33,38,27,-1,25,35,30,-1,19,65,256
305,312141,3.5376,-1,33,38,27,-1,25,35,30,-1,19,65,256
306,313673,3.6517,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
307,313847,3.1858,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
308,314533,3.3665,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
309,315166,3.02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
310,316310,3.3655,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
311,317072,4.9547,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
312,318849,3.2269,-1,34,39,-1,-1,-1,36,31,-1,-1,66,260
313,319162,3.2314,-1,34,39,-1,-1,-1,36,31,-1,-1,66,260
314,319371,3.1349,-1,34,39,-1,-1,-1,36,31,-1,-1,66,260
315,320315,3.1007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
316,320393,3.2958,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
317,321541,3.0899,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
318,321624,3.1085,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
319,324156,3.6968,-1,35,40,28,-1,26,37,32,-1,-1,67,264
320,324347,3.0292,-1,35,40,28,-1,26,37,32,-1,-1,67,264
321,324440,3.5452,-1,35,40,28,-1,26,37,32,-1,-1,67,264
322,324879,3.1694,-1,-1,40,-1,-1,-1,37,-1,-1,-1,68,268
323,326186,3.1238,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
324,327267,3.4012,-1,36,41,29,-1,27,38,33,-1,-1,69,272
325,327360,3.2636,-1,36,41,29,-1,27,38,33,-1,-1,69,272
326,327531,3.2132,-1,36,41,29,-1,27,38,33,-1,-1,69,272
327,327869,3.1986,-1,36,41,-1,-1,-1,38,-1,-1,-1,70,276
328,329190,3.0424,-1,37,42,-1,-1,-1,39,34,-1,-1,71,280
329,329509,3.2366,-1,37,42,30,-1,28,39,34,-1,-1,72,284
330,329694,3.4123,-1,37,42,30,-1,28,39,34,-1,-1,72,284
331,329718,3.6216,-1,37,42,30,-1,28,39,34,-1,-1,72,284
332,331316,3.0264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
