id,center_pos,weight,draw_input0,draw_input1,draw_input2,draw_input3,draw_input4,draw_input5,draw_input6,draw_input7,draw_input8,draw_input9,arr_final,arr_final_draw
33,6022487,3.193820026016113,-1,1152,1324,854,-1,-1,1267,1010,-1,-1,8,32
34,6023822,4.0343280287798935,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
35,6024620,3.3695721249749764,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36,6025098,3.1290111862394245,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
37,6026135,3.272458742971444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38,6026439,3.4881166390211256,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39,6028007,3.214670164989233,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,6028367,3.149966742310231,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
41,6029190,3.54515513999149,-1,-1,1325,-1,-1,-1,-1,-1,-1,-1,9,36
42,6029660,3.0096611452123985,-1,-1,1325,-1,-1,-1,-1,-1,-1,-1,9,36
43,6029681,3.521433504406157,-1,-1,1325,-1,-1,-1,-1,-1,-1,-1,9,36
44,6032862,3.2510371387438384,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
45,6034457,3.9546770212133424,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
46,6035194,3.75448733218585,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
47,6039545,4.015472686656207,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
48,6040445,4.015472686656207,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49,6043627,3.093664958194909,330,1153,1326,855,-1,686,1268,1011,-1,496,10,40
50,6043746,4.100179497572904,330,1153,1326,855,80,686,1268,1011,193,496,11,44
51,6043784,3.354577730650908,330,1153,1326,855,80,686,1268,1011,193,496,11,44
52,6043835,3.329754146925876,330,1153,1326,855,80,686,1268,1011,193,496,11,44
53,6043974,3.6903698325741012,-1,1153,1326,855,-1,686,1268,1011,-1,496,12,48
54,6044428,3.4461169733561254,331,1154,1326,856,-1,687,1269,1012,194,497,14,52
55,6044485,3.0305840876460186,331,1154,1326,856,-1,687,1269,1012,194,497,14,52
56,6044556,3.0404816230270018,331,1154,1326,856,-1,687,1269,1012,194,497,14,52
57,6044671,3.694648630553376,331,1154,1326,856,-1,687,1269,1012,-1,497,15,56
58,6045456,3.5900668766687054,-1,-1,1327,-1,-1,-1,1270,-1,-1,-1,16,60
59,6045871,3.260427655549908,-1,1155,1327,857,-1,-1,1270,1013,-1,-1,17,64
60,6046122,4.317854923626168,-1,1155,1327,857,-1,-1,1270,1013,-1,-1,17,64
61,6046312,3.1272611725273314,-1,1155,1327,857,-1,-1,1270,1013,-1,-1,17,64
62,6046753,4.71669877129645,-1,-1,1327,-1,-1,-1,1270,-1,-1,-1,18,68
63,6047341,4.309803919971486,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
64,6048461,3.154901959985743,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65,6049115,3.218244625347531,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
66,6049609,3.261219441515631,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
67,6050414,5.109020403010311,332,1156,1328,858,-1,688,1271,1014,195,498,19,72
68,6050482,3.9546770212133424,332,1156,1328,858,-1,688,1271,1014,195,498,19,72
69,6051648,3.580044251510242,-1,-1,1329,-1,-1,-1,1272,-1,-1,-1,20,76
70,6052082,3.114638779968488,-1,-1,1329,-1,-1,-1,1272,-1,-1,-1,20,76
71,6052416,3.96657624451305,-1,-1,1329,-1,-1,-1,1272,-1,-1,-1,20,76
72,6052812,3.260427655549908,-1,-1,1329,-1,-1,-1,1272,-1,-1,-1,20,76
73,6052946,3.886056647693163,-1,-1,1329,-1,-1,-1,1272,-1,-1,-1,20,76
74,6053679,3.088842391260023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
75,6055004,3.0114410431213843,-1,1157,1330,-1,-1,-1,1273,1015,-1,-1,21,80
76,6055281,3.575118363368933,-1,1157,1330,-1,-1,-1,1273,1015,-1,-1,21,80
77,6055459,3.214670164989233,-1,1157,1330,-1,-1,-1,1273,1015,-1,-1,21,80
78,6055915,3.1319436381769585,-1,-1,1330,-1,-1,-1,-1,-1,-1,-1,22,84
79,6058407,3.317854923626168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
80,6058930,3.1505805862031004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,6060246,3.317854923626168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,6060301,3.0305840876460186,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
83,6060849,3.402304814074488,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
84,6062628,3.1870866433571443,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
85,6062724,3.886056647693163,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
86,6063996,3.0721165896692932,-1,1158,1331,859,-1,689,1274,1016,-1,-1,23,88
87,6064121,3.003050751504619,-1,1158,1331,859,-1,689,1274,1016,-1,-1,23,88
88,6064332,3.474955192963155,-1,1158,1331,859,-1,689,1274,1016,-1,499,24,92
89,6064413,3.151810883008601,-1,1158,1331,859,-1,689,1274,1016,-1,499,24,92
90,6064545,3.570247719997592,-1,1158,1331,859,-1,689,1274,1016,-1,499,24,92
91,6065236,3.6556077263148894,333,1159,1332,860,-1,690,1275,1017,196,500,25,96
92,6065292,3.092588639225414,333,1159,1332,860,-1,690,1275,1017,196,500,25,96
93,6065376,3.0132282657337552,333,1159,1332,860,-1,690,1275,1017,196,500,25,96
94,6066305,3.1636758842932484,334,1160,1333,861,81,691,1276,1018,197,501,26,100
95,6066343,3.1301817920206716,334,1160,1333,861,81,691,1276,1018,197,501,26,100
96,6066366,3.3010299956639813,334,1160,1333,861,81,691,1276,1018,197,501,26,100
97,6066578,3.0096611452123985,-1,1160,1333,861,-1,691,1276,1018,-1,-1,27,104
98,6067140,3.061480274823508,-1,1161,1334,862,-1,-1,1277,1019,-1,-1,28,108
99,6067354,3.4647058799572292,-1,1161,1334,862,-1,-1,1277,1019,-1,-1,28,108
100,6067595,3.294992040666664,-1,1161,1334,862,-1,-1,1277,1019,-1,-1,28,108
101,6068474,3.3655227298392685,-1,1162,1335,863,-1,692,1278,1020,-1,-1,29,112
102,6068529,3.5199930570428495,-1,1162,1335,863,-1,692,1278,1020,-1,-1,29,112
103,6068732,3.2328441339178196,-1,1162,1335,863,-1,692,1278,1020,-1,-1,29,112
104,6068888,3.85078088734462,-1,1162,1335,863,-1,692,1278,1020,-1,-1,29,112
105,6069123,3.962573502059376,-1,1162,1335,863,-1,-1,1278,1020,-1,-1,30,116
106,6069641,3.0305840876460186,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
107,6070864,3.853871964321762,-1,1163,1336,-1,-1,-1,1279,-1,-1,-1,31,120
108,6071230,3.543633966870957,-1,1163,1336,864,-1,-1,1279,1021,-1,-1,32,124
109,6071330,3.250263684430939,-1,1163,1336,864,-1,-1,1279,1021,-1,-1,32,124
110,6071603,3.2027324591692836,-1,1163,1336,864,-1,-1,1279,1021,-1,-1,32,124
111,6072253,3.555955204081924,-1,1164,1337,-1,-1,-1,1280,1022,-1,-1,33,128
112,6072534,3.0830199526796176,-1,1164,1337,-1,-1,-1,1280,1022,-1,-1,33,128
113,6072691,3.058488567365597,-1,1164,1337,-1,-1,-1,1280,1022,-1,-1,33,128
114,6073504,3.2204035087421756,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
115,6073603,3.3142582613977365,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
116,6075564,3.5590909179347823,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
117,6076216,3.485452247339714,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
118,6076808,3.3990271043132516,-1,-1,1338,-1,-1,-1,1281,-1,-1,-1,34,132
119,6077235,4.079876673709276,-1,1165,1338,865,-1,-1,1281,1023,-1,-1,35,136
120,6077470,3.265200170411153,-1,1165,1338,865,-1,-1,1281,1023,-1,-1,35,136
121,6077533,4.617982957425132,-1,1165,1338,865,-1,-1,1281,1023,-1,-1,35,136
122,6079550,3.010995384301463,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
123,6080251,3.2410881076020264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
124,6080301,3.1643094285075746,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
125,6081286,3.431798275933005,-1,-1,1339,-1,-1,-1,1282,-1,-1,-1,36,140
126,6081484,3.0034883278458215,-1,-1,1339,-1,-1,-1,1282,-1,-1,-1,36,140
127,6081923,3.3306831194338877,-1,1166,1339,-1,-1,-1,1282,-1,-1,-1,37,144
128,6082276,3.2992962828549808,-1,1166,1339,-1,-1,-1,1282,-1,-1,-1,37,144
129,6082315,3.321481620959886,-1,1166,1339,-1,-1,-1,1282,-1,-1,-1,37,144
130,6082915,3.1214782044987937,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
131,6083028,3.1505805862031004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
132,6086426,3.0690509688324767,-1,-1,1340,-1,-1,-1,-1,-1,-1,-1,38,148
133,6086901,3.0809219076239263,-1,1167,1340,-1,-1,-1,1283,1024,-1,-1,39,148
134,6087190,3.530177984021837,335,1167,1340,866,82,693,1283,1024,198,502,40,152
135,6087229,3.1505805862031004,335,1167,1340,866,82,693,1283,1024,198,502,40,152
136,6087279,3.3027706572402824,335,1167,1340,866,82,693,1283,1024,198,502,40,152
137,6087315,4.008773924307505,335,1167,1340,866,82,693,1283,1024,198,502,40,152
138,6087380,3.7166987712964503,335,1167,1340,866,-1,693,1283,1024,198,502,41,156
139,6087580,3.2097148359667584,-1,1167,1340,866,-1,693,1283,1024,-1,-1,42,156
140,6087765,3.0310503190186573,-1,1167,1340,866,-1,693,1283,1024,-1,-1,42,156
141,6088780,3.129596094720973,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
142,6090301,3.0004345117740177,-1,-1,1341,-1,-1,-1,-1,-1,-1,-1,43,160
143,6090424,3.063486257521107,-1,-1,1341,-1,-1,-1,-1,-1,-1,-1,43,160
144,6090921,3.496209316942819,-1,-1,1341,-1,-1,-1,-1,-1,-1,-1,43,160
145,6091964,3.4509967379742124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
146,6092357,3.9871627752948275,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
147,6093411,3.129596094720973,-1,-1,1342,-1,-1,-1,-1,-1,-1,-1,44,164
148,6093737,3.007446482167864,-1,-1,1342,-1,-1,-1,-1,-1,-1,-1,44,164
149,6094211,3.679853713888946,-1,-1,1342,-1,-1,-1,-1,-1,-1,-1,44,164
150,6096073,3.625251653989896,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
151,6096711,3.694648630553376,-1,1168,1343,867,-1,-1,1284,1025,-1,-1,45,168
152,6096936,3.1325325121409486,336,1168,1343,867,-1,694,1284,1025,199,503,46,172
153,6097004,3.30189945437661,336,1168,1343,867,-1,694,1284,1025,199,503,46,172
154,6097039,3.570247719997592,336,1168,1343,867,-1,694,1284,1025,199,503,46,172
155,6097127,3.4609239012072233,336,1168,1343,867,-1,694,1284,1025,199,503,46,172
156,6097590,4.0034883278458215,337,1169,1343,868,-1,695,1285,1026,-1,504,48,176
157,6097693,3.677780705266081,337,1169,1343,868,-1,695,1285,1026,-1,504,48,176
158,6097727,3.0385789059335515,337,1169,1343,868,-1,695,1285,1026,-1,504,48,176
159,6098167,3.0555173278498313,-1,-1,1343,-1,-1,-1,1285,-1,-1,-1,49,180
160,6098491,4.239577516576788,-1,-1,1343,-1,-1,-1,1285,-1,-1,-1,49,180
161,6100780,3.2034256667895704,338,1170,1344,869,-1,696,1286,1027,200,505,50,184
162,6100838,4.00436480540245,338,1170,1344,869,-1,696,1286,1027,200,505,50,184
163,6100858,3.190440285364732,338,1170,1344,869,-1,696,1286,1027,200,505,50,184
164,6101330,3.049635145623877,-1,-1,1344,-1,-1,-1,-1,-1,-1,-1,51,188
165,6103249,3.3242216583259148,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
166,6103330,3.184422251675733,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
167,6104449,3.9871627752948275,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
168,6105264,3.218244625347531,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
169,6105982,3.4400933749638876,-1,-1,1345,-1,-1,-1,1287,-1,-1,-1,52,192
170,6106244,3.309803919971486,-1,-1,1345,-1,-1,-1,1287,-1,-1,-1,52,192
171,6106639,3.5100415205751654,-1,1171,1345,-1,-1,-1,1287,1028,-1,-1,53,196
172,6106957,3.9030899869919438,-1,1171,1345,-1,-1,-1,1287,1028,-1,-1,53,196
173,6107285,3.1555228242543185,-1,1171,1345,-1,-1,-1,1287,1028,-1,-1,53,196
174,6108770,3.285670240254767,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
175,6108886,3.073143291050308,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
176,6113274,4.107905397309519,-1,1172,1346,870,-1,697,1288,1029,-1,-1,54,200
177,6113460,3.906578314837765,339,1172,1346,870,-1,697,1288,1029,201,506,55,204
178,6113540,3.1811145854059903,339,1172,1346,870,-1,697,1288,1029,201,506,55,204
179,6113581,3.9030899869919438,339,1172,1346,870,-1,697,1288,1029,201,506,55,204
180,6113775,4.876148359032914,-1,1172,1346,870,-1,697,1288,1029,-1,-1,56,208
181,6114135,3.2365720064370627,-1,1172,1346,-1,-1,-1,1288,-1,-1,-1,57,212
182,6114336,4.464705879957229,-1,1172,1346,-1,-1,-1,1288,-1,-1,-1,57,212
183,6115992,3.7166987712964503,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
184,6116286,3.2873502983727887,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
185,6116799,3.0254883072626715,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
186,6118548,3.661543506395395,-1,1173,1347,-1,-1,-1,1289,-1,-1,-1,58,216
187,6118928,3.3419886033428874,-1,1173,1347,871,-1,-1,1289,1030,-1,-1,59,220
188,6118991,3.199282921717615,-1,1173,1347,871,-1,-1,1289,1030,-1,-1,59,220
189,6119245,3.4814860601221125,-1,1173,1347,871,-1,-1,1289,1030,-1,-1,59,220
190,6119275,3.1390633792999063,-1,1173,1347,871,-1,-1,1289,1030,-1,-1,59,220
191,6119929,3.0809219076239263,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
192,6122239,3.0371573187987577,-1,-1,1348,-1,-1,-1,1290,-1,-1,-1,60,224
193,6122615,3.08460016478773,-1,-1,1348,-1,-1,-1,1290,-1,-1,-1,60,224
194,6123031,3.1348960253588722,-1,-1,1348,-1,-1,-1,1290,-1,-1,-1,60,224
195,6124296,3.211124884224583,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
196,6125555,3.184422251675733,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
197,6126205,3.2781893847874533,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
198,6128672,3.0043648054024503,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
199,6129161,3.288192770958809,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
200,6129822,3.3798639450262424,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
201,6131688,3.496209316942819,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
202,6131868,3.661543506395395,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
203,6132614,3.4828041020500256,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
204,6132676,3.5243288116755704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
205,6133190,3.555955204081924,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
206,6133487,3.1007268126823964,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
207,6134357,4.318758762624412,-1,1174,1349,872,-1,-1,1291,1031,-1,-1,61,228
208,6134557,3.040005161671584,-1,1174,1349,872,-1,-1,1291,1031,-1,-1,61,228
209,6134827,3.6556077263148894,-1,1174,1349,872,-1,-1,1291,1031,-1,-1,61,228
210,6134977,3.1260984021355385,-1,1174,1349,872,-1,-1,1291,1031,-1,-1,61,228
211,6135468,3.1123826996642636,-1,-1,1349,-1,-1,-1,-1,-1,-1,-1,62,232
212,6136534,3.309803919971486,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
213,6136607,3.7569619513137056,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
214,6137177,3.494850021680094,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
215,6137660,3.404503778174426,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
216,6138335,4.388276691992658,-1,-1,1350,-1,-1,-1,1292,-1,-1,-1,63,236
217,6138690,3.211831628858832,-1,-1,1350,-1,-1,-1,1292,-1,-1,-1,63,236
218,6139093,3.289036881004724,-1,-1,1350,-1,-1,-1,1292,-1,-1,-1,63,236
219,6139505,3.067019178076802,-1,-1,1350,-1,-1,-1,1292,-1,-1,-1,63,236
220,6139533,3.028260409112222,-1,-1,1350,-1,-1,-1,1292,-1,-1,-1,63,236
221,6140250,5.549750891680639,-1,1175,1351,-1,-1,-1,1293,1032,-1,-1,64,240
222,6140557,3.070070439915412,-1,1175,1351,-1,-1,-1,1293,1032,-1,-1,64,240
223,6140694,3.8601209135987635,-1,1175,1351,-1,-1,-1,1293,1032,-1,-1,64,240
224,6141357,3.549750891680639,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
225,6143218,3.0268721464003012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
226,6143571,3.178486471595227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
227,6146124,3.1301817920206716,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
228,6147486,3.344861565188618,-1,1176,1352,873,-1,-1,1294,1033,-1,-1,65,244
229,6147689,3.7986028756795487,-1,1176,1352,873,-1,-1,1294,1033,-1,-1,65,244
230,6147923,3.1456939581989194,-1,1176,1352,873,-1,698,1294,1033,-1,-1,66,248
231,6147993,4.280668713016273,-1,1176,1352,873,-1,698,1294,1033,-1,-1,66,248
232,6148173,4.153662887870195,-1,1176,1352,873,-1,698,1294,1033,-1,-1,66,248
233,6148250,3.161150909262745,-1,1176,1352,873,-1,698,1294,1033,-1,-1,66,248
234,6149383,3.1830961606243395,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
235,6151474,4.087246696328677,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
236,6151595,3.1180450286603993,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
237,6152915,4.575118363368933,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
238,6152971,3.370590400897281,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
239,6153866,3.7328282715969863,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
240,6154432,3.621602099051862,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
241,6155029,3.5543957967264026,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
242,6156093,3.049635145623877,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
243,6156871,3.87942606879415,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
244,6157029,3.0004345117740177,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
245,6158069,3.0096611452123985,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
246,6158529,3.061480274823508,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
247,6159407,3.190440285364732,-1,1177,1353,874,-1,-1,1295,1034,-1,-1,67,252
248,6159562,3.767003889607846,-1,1177,1353,874,-1,-1,1295,1034,-1,-1,67,252
249,6159783,3.417936637088291,-1,1177,1353,874,-1,-1,1295,1034,-1,-1,67,252
250,6160266,3.2471835688117285,-1,-1,1353,-1,-1,-1,-1,-1,-1,-1,68,256
251,6160430,3.5100415205751654,-1,-1,1353,-1,-1,-1,-1,-1,-1,-1,68,256
252,6161459,4.405607449624573,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
253,6161715,3.402304814074488,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
254,6162595,3.1243600629958315,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
255,6163898,3.779891911959945,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
256,6165117,3.176525770829699,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
257,6166271,3.070070439915412,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
258,6166472,3.2471835688117285,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
259,6167762,3.0530567293021744,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
260,6167844,3.1343039400839294,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
261,6169904,3.1243600629958315,-1,1178,1354,-1,-1,-1,1296,-1,-1,-1,69,260
262,6170231,3.2549252084179425,-1,1178,1354,-1,-1,-1,1296,-1,-1,-1,69,260
263,6170603,3.6516951369518393,-1,1178,1354,-1,-1,-1,1296,-1,-1,-1,69,260
264,6171609,3.562249437179612,-1,1179,1355,875,-1,-1,1297,1035,-1,-1,70,264
265,6171777,3.2247537402597635,-1,1179,1355,875,-1,-1,1297,1035,-1,-1,70,264
266,6172037,3.11975822410452,-1,1179,1355,875,-1,-1,1297,1035,-1,-1,70,264
267,6172605,3.0619809025237896,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
268,6172659,3.135488918941608,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
269,6173292,3.0021769192542744,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
270,6173361,3.9430951486635273,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
271,6175284,3.30189945437661,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
272,6175842,3.815308569182401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
273,6176825,3.1694113313148558,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
274,6177399,3.0222763947111524,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
275,6179028,3.749579997691106,-1,-1,1356,-1,-1,-1,-1,-1,-1,-1,71,268
276,6179527,3.27083521030723,-1,-1,1356,-1,-1,-1,-1,-1,-1,-1,71,268
277,6179787,3.5575202309355514,-1,-1,1356,-1,-1,-1,-1,-1,-1,-1,71,268
278,6180608,3.071092309756047,-1,-1,1357,-1,-1,-1,1298,-1,-1,-1,72,272
279,6180879,3.0105501823333083,-1,-1,1357,-1,-1,-1,1298,-1,-1,-1,72,272
280,6181325,3.600326278518962,-1,1180,1357,876,-1,699,1298,1036,-1,-1,73,276
281,6181489,3.309803919971486,-1,1180,1357,876,-1,699,1298,1036,-1,-1,73,276
282,6181665,3.54515513999149,-1,1180,1357,876,-1,699,1298,1036,-1,-1,73,276
283,6181747,3.9318141382538383,-1,1180,1357,876,-1,699,1298,1036,-1,-1,73,276
284,6182885,3.1272611725273314,-1,1181,1358,-1,-1,-1,1299,1037,-1,-1,74,280
285,6183208,3.401209493236885,340,1181,1358,877,-1,700,1299,1037,202,507,75,284
