rank_id,start_pos,start_pos_head_axis,end_pos,end_pos_tail_axis,cluster_size,belong_which_class,max_weight,average_gap,score
195,6285338,6285330,6285413,6285422,3,4,3.416801,37.5,1.521806
196,6771293,6771285,6771739,6771748,3,3,3.411168,223.0,1.463904
197,6901641,6901633,6901641,6901650,1,-5,3.614394,0,1.443488
198,6843410,6843402,6843664,6843673,3,9,3.473661,127.0,1.430403
199,6934916,6934908,6935529,6935538,3,7,3.280669,306.5,1.409176
200,6342691,6342683,6342691,6342700,1,-5,3.598599,0,1.407752
201,6791031,6791023,6791119,6791128,3,4,3.562249,44.0,1.400979
202,6045456,6045448,6045456,6045465,1,-5,3.590067,0,1.389576
203,6599373,6599365,6599972,6599981,3,7,3.427128,299.5,1.388191
204,6312870,6312862,6313405,6313414,3,7,3.414539,267.5,1.384609
205,6624803,6624795,6625041,6625050,3,0,3.357535,119.0,1.364494
206,6263286,6263278,6264042,6264051,3,6,3.284833,378.0,1.364054
207,6194036,6194028,6194036,6194045,1,-5,3.573489,0,1.355084
208,6791362,6791354,6791362,6791371,1,-5,3.560667,0,1.323583
209,6447947,6447939,6448819,6448828,3,2,3.476254,436.0,1.317559
210,6691513,6691505,6691857,6691866,3,5,3.25649,172.0,1.297499
211,6962220,6962212,6962524,6962533,3,9,3.2652,152.0,1.28372
212,6853763,6853755,6854581,6854590,3,6,3.320572,409.0,1.279755
213,6255422,6255414,6255631,6255640,3,0,3.376751,104.5,1.265609
214,6090301,6090293,6090921,6090930,3,7,3.496209,310.0,1.263145
215,6513835,6513827,6514010,6514019,3,0,3.350665,87.5,1.25652
216,6858585,6858577,6859231,6859240,3,1,3.364516,323.0,1.245501
217,6490446,6490438,6490577,6490586,3,8,3.324222,65.5,1.244743
218,6066305,6066297,6066366,6066375,3,4,3.30103,30.5,1.21801
219,6401756,6401748,6402126,6402135,3,5,3.224026,185.0,1.21551
220,6687394,6687386,6687927,6687936,4,5,3.179799,177.666667,1.201412
221,6803604,6803596,6803828,6803837,3,0,3.259637,112.0,1.187714
222,6359274,6359266,6359412,6359421,3,8,3.437707,69.0,1.178119
223,6981820,6981812,6982221,6982230,3,5,3.327902,200.5,1.15518
224,6610708,6610700,6611199,6611208,3,3,3.19382,245.5,1.101674
225,6617787,6617779,6617878,6617887,3,4,3.316953,45.5,1.085918
226,6509231,6509223,6509515,6509524,3,9,3.314258,142.0,1.07773
227,6044428,6044420,6044556,6044565,3,8,3.446117,64.0,1.076231
228,6259762,6259754,6259762,6259771,1,-5,3.437707,0,1.035804
229,6545558,6545550,6545943,6545952,3,5,3.37059,192.5,1.033879
230,6081286,6081278,6081484,6081493,2,5,3.431798,198.0,1.014846
231,6616849,6616841,6616973,6616982,2,9,3.303644,124.0,0.994415
232,6637794,6637786,6637794,6637803,1,-5,3.403403,0,0.959502
233,6076808,6076800,6076808,6076817,1,-5,3.399027,0,0.94566
234,6597684,6597676,6598127,6598136,3,3,3.229148,221.5,0.891137
235,6703868,6703860,6703868,6703877,1,-5,3.355561,0,0.834347
236,6909415,6909407,6909415,6909424,1,-5,3.334419,0,0.785871
237,6548915,6548907,6548915,6548924,1,-5,3.317855,0,0.747722
238,6455643,6455635,6455643,6455652,1,-5,3.294992,0,0.693741
239,6762359,6762351,6762396,6762405,2,4,3.258061,37.0,0.671489
240,6723515,6723507,6723515,6723524,1,-5,3.282329,0,0.661287
241,6495659,6495651,6495659,6495668,1,-5,3.263603,0,0.615765
242,6122239,6122231,6123031,6123040,3,6,3.134896,396.0,0.608786
243,6798837,6798829,6798837,6798846,1,-5,3.244125,0,0.563622
244,6193573,6193565,6193627,6193636,2,8,3.203426,54.0,0.555841
245,6417849,6417841,6418511,6418520,3,1,3.213959,331.0,0.538175
246,6801653,6801645,6801653,6801662,1,-5,3.213959,0,0.493995
247,6727555,6727547,6727555,6727564,1,-5,3.209715,0,0.482144
248,6022487,6022479,6022487,6022496,1,-5,3.19382,0,0.44834
249,6846987,6846979,6846987,6846996,1,-5,3.178486,0,0.415524
250,6002176,6002168,6002176,6002185,1,-5,3.175874,0,0.409368
251,6951971,6951963,6951971,6951980,1,-5,3.150581,0,0.347282
252,6277352,6277344,6277352,6277361,1,-5,3.144481,0,0.332965
253,6086426,6086418,6086901,6086910,2,2,3.080922,475.0,0.326691
254,6751856,6751848,6751856,6751865,1,-5,3.136677,0,0.315485
255,6055915,6055907,6055915,6055924,1,-5,3.131944,0,0.303708
256,6182885,6182877,6182885,6182894,1,-5,3.127261,0,0.29397
257,6680040,6680032,6680040,6680049,1,-5,3.123205,0,0.284429
258,6541758,6541750,6541758,6541767,1,-5,3.114639,0,0.262725
259,6135468,6135460,6135468,6135477,1,-5,3.112383,0,0.258541
260,6988151,6988143,6988479,6988488,3,5,3.051098,164.0,0.217412
261,6043627,6043619,6043627,6043636,1,-5,3.093665,0,0.215166
262,6948943,6948935,6948943,6948952,1,-5,3.08302,0,0.191053
263,6629211,6629203,6629211,6629220,1,-5,3.079355,0,0.182502
264,6180608,6180600,6180879,6180888,2,7,3.071092,271.0,0.178577
265,6988804,6988796,6988804,6988813,1,-5,3.071092,0,0.163459
266,6063996,6063988,6064121,6064130,2,9,3.072117,125.0,0.151233
267,6101330,6101322,6101330,6101339,1,-5,3.049635,0,0.114554
268,6408465,6408457,6408562,6408571,2,0,3.036212,97.0,0.109699
269,6513447,6513439,6513447,6513456,1,-5,3.040959,0,0.094168
270,6348907,6348899,6348907,6348916,1,-5,3.031517,0,0.072413
271,6961885,6961877,6961885,6961894,1,-5,3.026872,0,0.062341
272,6631945,6631937,6631945,6631954,1,-5,3.025028,0,0.058068
273,6679452,6679444,6679452,6679461,1,-5,3.018181,0,0.043117
274,6255195,6255187,6255195,6255204,1,-5,3.017277,0,0.041906
275,6066578,6066570,6066578,6066587,1,-5,3.009661,0,0.021774
276,6853048,6853040,6853048,6853057,1,-5,3.002177,0,0.005095
