rank_id,start_pos,start_pos_head_axis,end_pos,end_pos_tail_axis,cluster_size,belong_which_class,max_weight,average_gap,score
209,97885648,97885640,97885847,97885856,3,5,5.5735,99.5,9.6298
210,2794657,2794649,2794885,2794894,7,0,3.9957,38.0,9.6211
211,90307510,90307502,90310801,90310810,8,7,4.3478,470.1429,9.6155
212,73624381,73624373,73625704,73625713,5,1,4.6536,330.75,9.6154
213,122603064,122603056,122604297,122604306,4,4,5.5129,411.0,9.6074
214,37216780,37216772,37218518,37218527,4,6,5.6596,579.3333,9.6028
215,103791682,103791674,103793070,103793079,5,4,4.3261,347.0,9.5882
216,91499855,91499847,91501699,91501708,4,7,5.8239,614.6667,9.5838
217,58325284,58325276,58325457,58325466,2,2,5.1965,173.0,9.5832
218,103832884,103832876,103835839,103835848,6,3,5.7747,591.0,9.5828
219,15179207,15179199,15179288,15179297,3,0,6.1649,40.5,9.5774
220,36622545,36622537,36622924,36622933,3,2,5.6216,189.5,9.5726
221,65750914,65750906,65756821,65756830,9,1,4.0958,738.375,9.5724
222,115832588,115832580,115834389,115834398,5,7,5.3516,450.25,9.5707
223,87075761,87075753,87079802,87079811,8,1,3.9469,577.2857,9.5696
224,1800856,1800848,1802519,1802528,5,4,4.3316,415.75,9.569
225,102735202,102735194,102736744,102736753,4,1,7.1451,514.0,9.5677
226,46023423,46023415,46025101,46025110,6,4,4.3605,335.6,9.5588
227,106578364,106578356,106578471,106578480,2,5,6.644,107.0,9.5461
228,22967586,22967578,22967645,22967654,3,0,6.2403,29.5,9.5413
229,11783216,11783208,11784788,11784797,4,1,4.9788,524.0,9.5381
230,19447269,19447261,19447570,19447579,2,7,6.8239,301.0,9.5379
231,85305661,85305653,85305720,85305729,2,9,6.1858,59.0,9.5279
232,3833991,3833983,3834364,3834373,5,5,4.8962,93.25,9.5251
233,72635103,72635095,72637475,72637484,6,4,4.2604,474.4,9.5231
234,90906772,90906764,90906892,90906901,2,8,6.5171,120.0,9.5197
235,109996197,109996189,109997583,109997592,3,7,4.8125,693.0,9.5179
236,39239084,39239076,39239959,39239968,5,4,4.4841,218.75,9.4936
237,20156476,20156468,20156648,20156657,2,2,5.7282,172.0,9.4907
238,27103322,27103314,27104780,27104789,5,4,4.4672,364.5,9.4863
239,26403034,26403026,26404730,26404739,3,6,6.214,848.0,9.4809
240,56616673,56616665,56618200,56618209,5,4,4.5952,381.75,9.4766
241,85779152,85779144,85781238,85781247,5,7,5.4237,521.5,9.4759
242,57689128,57689120,57691261,57691270,4,7,4.8894,711.0,9.4742
243,48756273,48756265,48758333,48758342,6,7,4.3883,412.0,9.4708
244,8063174,8063166,8064216,8064225,7,2,4.4763,173.6667,9.4579
245,21804848,21804840,21806543,21806552,5,1,4.5143,423.75,9.4572
246,10677265,10677257,10677715,10677724,3,4,5.057,225.0,9.4481
247,134837700,134837692,134837914,134837923,2,4,7.3449,214.0,9.4474
248,125004447,125004439,125006604,125006613,5,1,5.3487,539.25,9.4429
249,32724295,32724287,32724347,32724356,2,9,6.0372,52.0,9.4365
250,125389261,125389253,125389759,125389768,4,2,5.065,166.0,9.4354
251,9007703,9007695,9008864,9008873,3,1,6.2588,580.5,9.4255
252,11128515,11128507,11129283,11129292,5,2,4.4123,192.0,9.4211
253,107223961,107223953,107224130,107224139,3,5,4.6655,84.5,9.4196
254,99633120,99633112,99636639,99636648,6,1,4.4895,703.8,9.4103
255,51285454,51285446,51285844,51285853,4,8,5.4473,130.0,9.4074
256,122056756,122056748,122058005,122058014,4,6,4.9281,416.3333,9.3986
257,2971558,2971550,2971756,2971765,2,2,6.6596,198.0,9.3891
258,120391601,120391593,120392126,120392135,3,7,5.4318,262.5,9.3769
259,55544958,55544950,55545150,55545159,4,9,5.3757,64.0,9.356
260,16148154,16148146,16152298,16152307,11,4,3.9172,414.4,9.3532
261,62307844,62307836,62309913,62309922,4,3,6.5287,689.6667,9.3416
262,12822826,12822818,12824406,12824415,7,7,4.466,263.3333,9.331
263,105540516,105540508,105543720,105543729,6,3,4.5935,640.8,9.3156
264,74965110,74965102,74967674,74967683,5,3,5.0128,641.0,9.3096
265,100865781,100865773,100865872,100865881,3,0,6.4609,45.5,9.3092
266,80139375,80139367,80141824,80141833,7,7,4.4815,408.1667,9.3079
267,16935376,16935368,16935584,16935593,2,4,6.0737,208.0,9.304
268,11823971,11823963,11824403,11824412,3,4,5.6861,216.0,9.2988
269,108675091,108675083,108675586,108675595,4,2,4.6716,165.0,9.2925
270,61775336,61775328,61776949,61776958,4,7,6.0186,537.6667,9.284
271,11256420,11256412,11258738,11258747,4,3,5.8928,772.6667,9.2761
272,30877453,30877445,30879673,30879682,5,7,4.9872,555.0,9.2754
273,27303186,27303178,27309989,27309998,14,1,3.8097,523.3077,9.272
274,90099466,90099458,90099585,90099594,2,8,6.4737,119.0,9.2683
275,23980730,23980722,23983639,23983648,7,7,4.4318,484.8333,9.2649
276,33915339,33915331,33917369,33917378,5,4,5.4389,507.5,9.2584
277,25786828,25786820,25788295,25788304,5,4,4.8508,366.75,9.2481
278,107142540,107142532,107145061,107145070,7,6,4.3757,420.1667,9.2412
279,54853580,54853572,54854385,54854394,6,2,4.3757,161.0,9.2371
280,11173602,11173594,11173695,11173704,2,5,6.4881,93.0,9.2365
281,98921453,98921445,98923887,98923896,5,7,4.8125,608.5,9.2338
282,129545201,129545193,129546450,129546459,4,4,5.5017,416.3333,9.232
283,94645471,94645463,94645697,94645706,3,5,5.6198,113.0,9.2305
284,61795558,61795550,61798779,61798788,6,7,4.4123,644.2,9.2301
285,61282847,61282839,61284988,61284997,4,6,4.9208,713.6667,9.2225
286,88497742,88497734,88497856,88497865,2,5,6.2916,114.0,9.2164
287,70455929,70455921,70455958,70455967,2,0,5.5702,29.0,9.1879
288,23260828,23260820,23260910,23260919,2,5,5.7932,82.0,9.1874
289,68962022,68962014,68963207,68963216,5,7,4.3893,296.25,9.1813
290,1819789,1819781,1822099,1822108,4,1,5.2541,770.0,9.1793
291,117584930,117584922,117585200,117585209,2,7,5.8097,270.0,9.1778
292,38618154,38618146,38619027,38619036,6,2,4.3615,174.6,9.1777
293,80899542,80899534,80901584,80901593,5,6,4.4123,510.5,9.1742
294,23466480,23466472,23466700,23466709,2,4,5.71,220.0,9.1629
295,87248500,87248492,87248636,87248645,2,8,5.8697,136.0,9.1618
296,74063180,74063172,74063361,74063370,4,9,4.5072,60.3333,9.158
297,13493013,13493005,13496997,13497006,8,7,3.8239,569.1429,9.1574
298,10208682,10208674,10209731,10209740,4,1,5.7033,349.6667,9.1571
299,65520751,65520743,65524050,65524059,6,6,5.1637,659.8,9.1563
300,118746528,118746520,118746720,118746729,9,0,4.2351,24.0,9.1488
301,21976849,21976841,21978466,21978475,4,1,4.7212,539.0,9.1438
302,28410258,28410250,28411899,28411908,7,7,4.5638,273.5,9.1431
303,63504345,63504337,63504778,63504787,3,4,6.0329,216.5,9.1246
304,97193326,97193318,97193382,97193391,2,9,6.067,56.0,9.1214
305,37946859,37946851,37947356,37947365,4,2,4.7258,165.6667,9.1213
306,123815941,123815933,123816222,123816231,2,7,4.9626,281.0,9.1089
307,115420284,115420276,115424427,115424436,9,7,3.8268,517.875,9.1073
308,40613782,40613774,40614858,40614867,3,1,4.9393,538.0,9.1052
309,50111999,50111991,50114002,50114011,5,1,4.4895,500.75,9.0957
310,22978666,22978658,22979565,22979574,5,4,4.426,224.75,9.0952
311,122989306,122989298,122990738,122990747,4,7,4.5901,477.3333,9.0943
312,48807547,48807539,48808749,48808758,8,2,4.0472,171.7143,9.092
313,130101235,130101227,130102990,130102999,5,7,4.5686,438.75,9.084
314,42383837,42383829,42386899,42386908,7,7,4.3098,510.3333,9.0808
315,5793354,5793346,5793767,5793776,3,4,5.4168,206.5,9.0742
316,109414883,109414875,109415187,109415196,2,7,6.1427,304.0,9.0638
317,51410545,51410537,51410741,51410750,3,5,6.58,98.0,9.0634
318,91363396,91363388,91363610,91363619,2,4,7.2366,214.0,9.0613
319,84585414,84585406,84585534,84585543,2,8,5.6925,120.0,9.0574
320,79644994,79644986,79646648,79646657,6,4,4.2692,330.8,9.0479
321,47624994,47624986,47625535,47625544,3,7,5.5834,270.5,9.0444
322,14988762,14988754,14989200,14989209,3,4,5.7959,219.0,9.04
323,90873811,90873803,90876544,90876553,7,1,4.6108,455.5,9.0374
324,36648665,36648657,36650053,36650062,4,1,5.9101,462.6667,9.0346
325,80912821,80912813,80912929,80912938,2,5,6.3325,108.0,9.0314
326,92531324,92531316,92533632,92533641,5,1,4.5361,577.0,9.0294
327,102781418,102781410,102781679,102781688,2,7,6.6091,261.0,9.0254
328,5560892,5560884,5561528,5561537,6,8,4.1945,127.2,9.021
329,119954471,119954463,119954724,119954733,8,0,4.3063,36.1429,9.0187
330,56326252,56326244,56327418,56327427,3,7,4.699,583.0,9.0177
331,60580737,60580729,60582483,60582492,5,7,4.3716,436.5,9.0163
332,79524129,79524121,79526323,79526332,6,1,4.5171,438.8,9.0035
333,60015846,60015838,60019642,60019651,10,7,3.8539,421.7778,9.0016
334,31589031,31589023,31589298,31589307,3,8,5.6126,133.5,9.0012
335,63543614,63543606,63547178,63547187,6,1,4.0088,712.8,8.9977
336,78913953,78913945,78917554,78917563,7,1,4.1409,600.1667,8.9877
337,89564936,89564928,89565246,89565255,2,1,5.9747,310.0,8.9852
338,37568364,37568356,37568487,37568496,3,9,5.9101,61.5,8.9818
339,39464665,39464657,39464885,39464894,3,5,5.1068,110.0,8.9777
340,81004910,81004902,81004932,81004941,2,0,6.5406,22.0,8.9749
341,18479761,18479753,18480613,18480622,7,8,4.1029,142.0,8.9712
342,83311896,83311888,83312543,83312552,5,2,4.8069,161.75,8.9603
343,118349707,118349699,118349946,118349955,2,4,5.6073,239.0,8.959
344,127833323,127833315,127834874,127834883,4,7,4.9318,517.0,8.9551
345,72565628,72565620,72568006,72568015,6,4,4.433,475.6,8.9521
346,37445281,37445273,37446757,37446766,5,4,5.2125,369.0,8.9505
347,114510606,114510598,114510838,114510847,4,9,4.9957,77.3333,8.9501
348,100687476,100687468,100690209,100690218,5,3,4.3585,683.25,8.9455
349,77408042,77408034,77408231,77408240,2,2,4.8794,189.0,8.9438
350,60030257,60030249,60032119,60032128,6,4,4.2652,372.4,8.9406
351,132762222,132762214,132764842,132764851,6,4,3.9547,524.0,8.9363
352,41425233,41425225,41425763,41425772,4,2,6.2118,176.6667,8.9318
353,75367144,75367136,75367719,75367728,4,2,4.466,191.6667,8.9292
354,26261642,26261634,26262480,26262489,6,2,4.3251,167.6,8.9199
355,79947976,79947968,79948145,79948154,2,2,6.5452,169.0,8.9161
356,119955871,119955863,119956204,119956213,10,0,3.5421,37.0,8.9141
357,65851573,65851565,65851896,65851905,4,5,4.9355,107.6667,8.9139
358,49257428,49257420,49260133,49260142,5,1,4.5214,676.25,8.9137
359,111787291,111787283,111788856,111788865,4,1,4.9066,521.6667,8.9115
360,31190779,31190771,31193637,31193646,6,6,4.3478,571.6,8.9057
361,31012872,31012864,31014418,31014427,4,1,6.251,515.3333,8.9048
362,21864749,21864741,21865618,21865627,4,7,4.767,289.6667,8.9023
363,82345822,82345814,82349748,82349757,7,3,4.4248,654.3333,8.8986
364,98044363,98044355,98045543,98045552,3,7,5.2967,590.0,8.8941
365,77520380,77520372,77520666,77520675,3,8,5.4168,143.0,8.8882
366,12738182,12738174,12738814,12738823,5,2,4.5361,158.0,8.886
367,24803188,24803180,24805632,24805641,6,6,4.3363,488.8,8.8853
368,74331785,74331777,74333077,74333086,6,7,4.4895,258.4,8.8788
369,96845045,96845037,96848262,96848271,6,7,5.0931,643.4,8.8765
370,17503129,17503121,17505194,17505203,5,6,4.5017,516.25,8.875
371,134271572,134271564,134273213,134273222,4,7,5.7496,547.0,8.8696
372,48491568,48491560,48491791,48491800,3,5,5.58,111.5,8.8679
373,119785655,119785647,119787121,119787130,4,7,4.317,488.6667,8.8675
374,57850067,57850059,57850429,57850438,4,8,4.4895,120.6667,8.8611
375,91116390,91116382,91116901,91116910,3,7,5.1805,255.5,8.8438
376,22698381,22698373,22698517,22698526,3,9,5.342,68.0,8.8435
377,84426333,84426325,84427039,84427048,4,4,4.0362,235.3333,8.836
378,85328374,85328366,85329744,85329753,4,7,4.7375,456.6667,8.8328
379,91237754,91237746,91238006,91238015,3,8,5.3872,126.0,8.8206
380,86104900,86104892,86104926,86104935,2,0,6.02,26.0,8.8193
381,121239951,121239943,121241863,121241872,4,7,5.2916,637.3333,8.817
382,47740923,47740915,47741299,47741308,3,2,5.2034,188.0,8.8106
383,26250034,26250026,26250089,26250098,2,9,5.4737,55.0,8.8077
384,67490958,67490950,67491149,67491158,3,5,4.9355,95.5,8.7987
