rank_id,start_pos,start_pos_head_axis,end_pos,end_pos_tail_axis,cluster_size,belong_which_class,max_weight,average_gap,score
120,10748962,10748954,10750219,10750228,3,9,5.5003,628.5,4.7375
121,74951556,74951548,74952863,74952872,3,5,6.7122,653.5,4.7211
122,58557416,58557408,58557654,58557663,2,2,6.7122,238.0,4.7175
123,141094146,141094138,141095696,141095705,3,9,5.2857,775.0,4.7158
124,107238053,107238045,107238197,107238206,2,6,6.7235,144.0,4.7156
125,45523694,45523686,45524854,45524863,3,0,6.7122,580.0,4.7079
126,12264486,12264478,12266095,12266104,3,4,6.7122,804.5,4.701
127,85834224,85834216,85834248,85834257,2,3,6.8268,24.0,4.6701
128,56085807,56085799,56086761,56086770,3,2,5.6882,477.0,4.6675
129,42924255,42924247,42925316,42925325,3,9,6.6676,530.5,4.6663
130,75325378,75325370,75326639,75326648,3,0,6.4318,630.5,4.6522
131,18192994,18192986,18193393,18193402,2,0,6.7122,399.0,4.6383
132,64852192,64852184,64852539,64852548,2,0,6.7122,347.0,4.6383
133,133041601,133041593,133041937,133041946,2,5,5.9136,336.0,4.6239
134,16953832,16953824,16953903,16953912,2,7,5.4737,71.0,4.6221
135,146156202,146156194,146156301,146156310,3,7,5.9747,49.5,4.6215
136,75703644,75703636,75704935,75704944,3,0,5.6882,645.5,4.6095
137,10378589,10378581,10378977,10378986,2,0,6.7122,388.0,4.6072
138,130655424,130655416,130655615,130655624,2,8,5.383,191.0,4.6033
139,11940406,11940398,11940494,11940503,2,1,6.3344,88.0,4.6022
140,4350443,4350435,4350664,4350673,2,8,5.6383,221.0,4.5966
141,59766650,59766642,59766956,59766965,3,6,5.6055,153.0,4.5842
142,59529977,59529969,59530544,59530553,3,5,5.2782,283.5,4.578
143,21449746,21449738,21449967,21449976,2,8,6.202,221.0,4.5777
144,101409462,101409454,101411536,101411545,4,2,4.9393,691.3333,4.5711
145,74525795,74525787,74527235,74527244,3,4,5.7305,720.0,4.5675
146,105543689,105543681,105546034,105546043,4,9,5.7077,781.6667,4.5647
147,73811513,73811505,73811895,73811904,2,0,6.6904,382.0,4.5559
148,62056973,62056965,62058061,62058070,3,0,6.1858,544.0,4.5554
149,49874794,49874786,49875368,49875377,3,2,5.4622,287.0,4.5413
150,63415962,63415954,63415962,63415971,1,-1,6.7852,0,4.5308
151,76581627,76581619,76581627,76581636,1,-1,6.7852,0,4.5308
152,28645063,28645055,28646050,28646059,3,9,5.6882,493.5,4.5104
153,18786619,18786611,18787624,18787633,3,9,5.6882,502.5,4.5064
154,22280764,22280756,22281921,22281930,3,8,5.0778,578.5,4.5046
155,133857687,133857679,133858072,133858081,2,0,6.7122,385.0,4.4852
156,62514224,62514216,62514264,62514273,3,3,4.6635,20.0,4.4716
157,143975863,143975855,143976971,143976980,3,4,5.4498,554.0,4.4631
158,94481949,94481941,94482443,94482452,2,4,6.7122,494.0,4.4591
159,70513551,70513543,70513742,70513751,2,8,6.7122,191.0,4.4573
160,20377531,20377523,20377598,20377607,2,7,5.7932,67.0,4.4544
161,17342278,17342270,17342494,17342503,2,8,6.7122,216.0,4.4518
162,107951836,107951828,107951855,107951864,2,3,6.4486,19.0,4.4479
163,89309799,89309791,89310007,89310016,2,8,5.4881,208.0,4.423
164,123067281,123067273,123067482,123067491,3,1,4.8447,100.5,4.4165
165,73735593,73735585,73736615,73736624,3,9,5.4868,511.0,4.4122
166,43155722,43155714,43155833,43155842,2,1,5.8097,111.0,4.4114
167,8344321,8344313,8344427,8344436,2,1,4.9469,106.0,4.3784
168,68852125,68852117,68852145,68852154,2,3,4.9872,20.0,4.3624
169,107348051,107348043,107348350,107348359,2,5,6.1296,299.0,4.3611
170,44954298,44954290,44954335,44954344,2,3,6.214,37.0,4.3604
171,119557299,119557291,119557374,119557383,3,3,4.5243,37.5,4.3524
172,81122833,81122825,81123171,81123180,2,5,5.6882,338.0,4.3431
173,25603142,25603134,25604282,25604291,3,0,6.7122,570.0,4.3377
174,89485041,89485033,89485444,89485453,2,0,5.4962,403.0,4.3341
175,7267044,7267036,7267304,7267313,2,2,6.6676,260.0,4.3215
176,109844481,109844473,109844881,109844890,2,0,6.5768,400.0,4.3151
177,81024588,81024580,81024692,81024701,2,1,5.0467,104.0,4.3096
178,44561367,44561359,44561558,44561567,2,8,5.7305,191.0,4.2943
179,111034228,111034220,111034462,111034471,2,2,5.52,234.0,4.2805
180,18717404,18717396,18717493,18717502,2,1,5.1002,89.0,4.2688
181,94677859,94677851,94678314,94678323,2,4,5.6345,455.0,4.265
182,16006389,16006381,16006627,16006636,2,2,5.9136,238.0,4.2606
183,62602226,62602218,62603576,62603585,3,9,4.8962,675.0,4.2583
184,102522046,102522038,102522165,102522174,2,1,5.3098,119.0,4.2537
185,44297937,44297929,44298138,44298147,2,8,5.7932,201.0,4.25
186,125856761,125856753,125857925,125857934,3,2,5.0443,582.0,4.2476
187,107158515,107158507,107158878,107158887,2,0,6.7122,363.0,4.246
188,34444419,34444411,34444643,34444652,2,8,6.7122,224.0,4.2153
189,111978693,111978685,111978831,111978840,2,6,5.4056,138.0,4.2023
190,92832515,92832507,92832908,92832917,2,0,6.7122,393.0,4.1992
191,26453365,26453357,26453627,26453636,2,2,6.7122,262.0,4.1934
192,9108931,9108923,9109292,9109301,2,0,6.7122,361.0,4.1742
193,120165882,120165874,120168186,120168195,4,0,4.8447,768.0,4.1703
194,101834941,101834933,101834971,101834980,2,3,7.0419,30.0,4.1678
195,63792368,63792360,63792679,63792688,2,5,5.1146,311.0,4.1667
196,92445174,92445166,92446458,92446467,3,4,5.9872,642.0,4.1536
197,139877285,139877277,139877490,139877499,2,8,5.8794,205.0,4.1509
198,90865229,90865221,90865266,90865275,2,3,5.762,37.0,4.1503
199,55507175,55507167,55507264,55507273,2,1,4.8962,89.0,4.1407
200,109520141,109520133,109520510,109520519,2,0,6.7122,369.0,4.1353
201,75398587,75398579,75398631,75398640,2,7,6.3565,44.0,4.1253
202,18446784,18446776,18448220,18448229,4,2,6.058,478.6667,4.1195
203,40010906,40010898,40011114,40011123,3,1,5.1871,104.0,4.0973
204,137384813,137384805,137386091,137386100,3,5,4.7799,639.0,4.0912
205,143758826,143758818,143759785,143759794,3,5,5.7545,479.5,4.077
206,59842503,59842495,59842747,59842756,2,2,6.0862,244.0,4.0714
207,146895639,146895631,146895862,146895871,2,8,5.6882,223.0,4.0607
208,111885465,111885457,111885573,111885582,2,1,5.5302,108.0,4.0548
209,17530642,17530634,17530848,17530857,2,8,5.2857,206.0,4.0545
210,14992146,14992138,14992304,14992313,2,6,6.7122,158.0,4.0514
211,120871696,120871688,120873110,120873119,3,9,6.7122,707.0,4.0497
212,39127752,39127744,39128629,39128638,3,9,6.6676,438.5,4.0412
213,64560029,64560021,64560381,64560390,2,0,5.3028,352.0,4.0376
214,27257141,27257133,27258285,27258294,3,8,4.9172,572.0,4.0334
215,48661252,48661244,48661695,48661704,2,9,6.6676,443.0,4.026
216,66102799,66102791,66102950,66102959,2,6,5.4389,151.0,4.0232
217,103431852,103431844,103432170,103432179,2,5,5.8729,318.0,4.0002
218,75252717,75252709,75253201,75253210,2,4,6.7122,484.0,3.9988
219,52859134,52859126,52859255,52859264,2,1,5.5735,121.0,3.9944
220,119588187,119588179,119590125,119590134,4,5,4.9872,646.0,3.9878
221,55762511,55762503,55763574,55763583,3,2,6.7122,531.5,3.9823
222,43365744,43365736,43365846,43365855,2,1,5.4248,102.0,3.977
223,66383526,66383518,66385725,66385734,4,5,4.8041,733.0,3.9769
224,139396299,139396291,139397423,139397432,3,0,6.7122,562.0,3.9688
225,66062880,66062872,66063040,66063049,2,6,6.7122,160.0,3.9664
226,117604824,117604816,117604846,117604855,2,3,4.8153,22.0,3.9515
227,56455784,56455776,56456245,56456254,2,4,6.7122,461.0,3.9422
228,101496295,101496287,101496740,101496749,2,9,5.3179,445.0,3.9297
229,135352020,135352012,135352416,135352425,2,0,5.7212,396.0,3.9271
230,136822279,136822271,136822487,136822496,5,7,4.4672,52.0,3.9267
231,116162907,116162899,116163132,116163141,2,2,5.5918,225.0,3.9235
232,112137576,112137568,112137944,112137953,2,0,6.7122,368.0,3.8989
233,49970739,49970731,49971165,49971174,2,9,6.7122,426.0,3.8984
234,44799370,44799362,44801328,44801337,4,9,6.3565,652.6667,3.8963
235,101663223,101663215,101663255,101663264,2,3,5.699,32.0,3.8946
236,15054088,15054080,15054355,15054364,2,2,6.4949,267.0,3.8927
237,20172034,20172026,20172116,20172125,2,1,5.0467,82.0,3.8848
238,58481719,58481711,58481879,58481888,2,6,6.0088,160.0,3.884
239,19216440,19216432,19216831,19216840,2,0,6.3565,391.0,3.8794
240,113578144,113578136,113578205,113578214,2,7,5.266,61.0,3.8601
241,45468369,45468361,45468394,45468403,2,3,4.7352,25.0,3.8546
242,83776896,83776888,83778224,83778233,3,5,4.8447,664.0,3.8415
243,76200486,76200478,76200841,76200850,2,0,5.6198,355.0,3.8405
244,134413528,134413520,134413906,134413915,2,0,5.0747,378.0,3.8285
245,98844840,98844832,98845333,98845342,3,2,5.0306,246.5,3.8208
246,94302887,94302879,94303087,94303096,2,8,5.8416,200.0,3.8168
247,49120809,49120801,49122188,49122197,3,5,4.9666,689.5,3.8096
248,44767600,44767592,44768872,44768881,3,2,5.7167,636.0,3.8004
249,61498521,61498513,61499843,61499852,3,4,5.6882,661.0,3.8002
250,74411473,74411465,74411603,74411612,2,6,5.0685,130.0,3.7903
251,145493454,145493446,145493652,145493661,3,1,4.5229,99.0,3.7891
252,83652095,83652087,83652160,83652169,2,7,6.7122,65.0,3.7888
253,56602367,56602359,56602405,56602414,2,3,4.9245,38.0,3.778
254,90220241,90220233,90220643,90220652,2,0,6.1273,402.0,3.7753
255,83599339,83599331,83599424,83599433,2,1,4.821,85.0,3.7693
256,58370054,58370046,58370305,58370314,2,2,6.7122,251.0,3.7649
257,111802513,111802505,111802907,111802916,2,0,5.7471,394.0,3.7636
258,8089683,8089675,8089876,8089885,2,8,4.8962,193.0,3.7624
259,43031253,43031245,43031491,43031500,2,2,5.4318,238.0,3.762
260,59380118,59380110,59380509,59380518,2,0,6.6925,391.0,3.7616
261,140912625,140912617,140913066,140913075,2,9,5.3215,441.0,3.7489
262,47557730,47557722,47558825,47558834,3,9,5.7167,547.5,3.7481
263,4038895,4038887,4039153,4039162,2,2,6.7122,258.0,3.7423
264,22692606,22692598,22693039,22693048,2,9,5.2823,433.0,3.7421
265,75298249,75298241,75298305,75298314,2,7,5.0778,56.0,3.738
266,59566046,59566038,59566116,59566125,2,7,5.7773,70.0,3.7365
267,65719078,65719070,65719301,65719310,2,8,5.1397,223.0,3.7364
268,16628306,16628298,16628554,16628563,2,2,6.5768,248.0,3.73
269,21647653,21647645,21647943,21647952,2,5,5.983,290.0,3.7294
270,121783452,121783444,121783470,121783479,2,3,4.7258,18.0,3.7193
271,77952050,77952042,77953020,77953029,3,2,4.9031,485.0,3.7151
272,24885888,24885880,24886390,24886399,2,4,5.383,502.0,3.715
273,102712752,102712744,102712784,102712793,2,3,5.3363,32.0,3.7081
274,59749480,59749472,59749877,59749886,2,0,5.5017,397.0,3.696
275,79217779,79217771,79218145,79218154,2,0,6.0701,366.0,3.6857
276,92711456,92711448,92711549,92711558,2,1,4.7645,93.0,3.6791
277,16543626,16543618,16543644,16543653,2,3,5.3335,18.0,3.6705
278,66632929,66632921,66632968,66632977,2,3,5.5017,39.0,3.6688
279,47483320,47483312,47483408,47483417,2,1,5.4949,88.0,3.6611
280,59601073,59601065,59601367,59601376,2,5,5.2161,294.0,3.6589
281,109695842,109695834,109696330,109696339,2,4,5.9706,488.0,3.6585
282,62053128,62053120,62053456,62053465,2,5,6.7122,328.0,3.6548
283,54379268,54379260,54379699,54379708,2,9,6.0526,431.0,3.6525
284,131121805,131121797,131121824,131121833,2,3,5.0128,19.0,3.6507
285,17010317,17010309,17010805,17010814,2,4,6.7122,488.0,3.6499
286,107199229,107199221,107199460,107199469,2,2,6.6925,231.0,3.6475
287,13750464,13750456,13750496,13750505,2,3,5.1965,32.0,3.6425
288,120053056,120053048,120054377,120054386,3,5,5.1637,660.5,3.6396
289,110836033,110836025,110837728,110837737,4,2,4.983,565.0,3.6357
290,75601156,75601148,75603237,75603246,4,4,4.8477,693.6667,3.6343
291,5193206,5193198,5194308,5194317,3,5,5.0227,551.0,3.6294
292,110913831,110913823,110914067,110914076,2,2,6.7122,236.0,3.6288
293,117722077,117722069,117722165,117722174,2,1,5.0747,88.0,3.6248
294,84842520,84842512,84843009,84843018,2,4,6.7122,489.0,3.6196
295,77178070,77178062,77179124,77179133,3,9,5.6021,527.0,3.6191
296,138286339,138286331,138286604,138286613,2,2,6.7122,265.0,3.6164
297,59247845,59247837,59247845,59247854,1,-1,6.5287,0,3.6145
298,64559562,64559554,64559562,64559571,1,-1,6.5834,0,3.6145
299,76326236,76326228,76326236,76326245,1,-1,6.6925,0,3.6145
300,104478643,104478635,104478643,104478652,1,-1,6.7122,0,3.6145
301,105275656,105275648,105275744,105275753,3,7,6.1273,44.0,3.6089
302,60354357,60354349,60354435,60354444,2,1,4.8665,78.0,3.6071
303,105231448,105231440,105231559,105231568,2,1,5.6882,111.0,3.6046
304,28679206,28679198,28679470,28679479,2,2,6.7122,264.0,3.6042
305,18607430,18607422,18608566,18608575,3,4,4.8761,568.0,3.6028
306,41588884,41588876,41589213,41589222,2,5,6.1938,329.0,3.5973
307,74714531,74714523,74714817,74714826,2,5,5.767,286.0,3.594
308,15595463,15595455,15595884,15595893,2,9,5.2993,421.0,3.5917
309,103325794,103325786,103325927,103325936,2,6,6.7122,133.0,3.5859
310,45282201,45282193,45282232,45282241,2,3,5.4895,31.0,3.5789
311,37763439,37763431,37763864,37763873,3,8,4.8097,212.5,3.5788
312,40214812,40214804,40215294,40215303,2,4,6.7122,482.0,3.5773
313,95957698,95957690,95958910,95958919,3,4,5.6882,606.0,3.5744
314,60223275,60223267,60223758,60223767,2,4,5.7305,483.0,3.5741
315,103370422,103370414,103370612,103370621,2,8,5.6882,190.0,3.5657
316,109858688,109858680,109858706,109858715,2,3,5.1624,18.0,3.5652
317,29616907,29616899,29617209,29617218,2,5,5.2526,302.0,3.5626
318,128074161,128074153,128075616,128075625,3,9,5.2815,727.5,3.562
319,44622624,44622616,44622725,44622734,2,1,5.5017,101.0,3.5576
320,46781997,46781989,46782018,46782027,2,3,4.8861,21.0,3.5546
321,91200176,91200168,91201137,91201146,3,2,4.9626,480.5,3.5523
322,73857137,73857129,73857273,73857282,2,6,6.7122,136.0,3.5511
323,139476230,139476222,139476419,139476428,2,8,4.8182,189.0,3.5501
324,92519472,92519464,92519766,92519775,2,5,5.6596,294.0,3.5407
325,110285810,110285802,110285875,110285884,2,7,5.3936,65.0,3.539
326,51961657,51961649,51961692,51961701,2,3,5.9245,35.0,3.5353
327,131755822,131755814,131755978,131755987,2,6,6.6615,156.0,3.535
328,107095689,107095681,107095784,107095793,2,1,5.1512,95.0,3.5293
329,56941454,56941446,56941576,56941585,2,6,5.0106,122.0,3.5275
330,139723140,139723132,139723576,139723585,2,9,5.4522,436.0,3.5237
331,92789488,92789480,92789591,92789600,2,1,5.3809,103.0,3.5184
332,65499997,65499989,65500177,65500186,2,8,5.3585,180.0,3.5155
333,25039142,25039134,25040643,25040652,3,5,4.9431,750.5,3.5117
334,34927710,34927702,34928072,34928081,2,0,6.0066,362.0,3.5097
335,54739588,54739580,54740015,54740024,2,9,6.1379,427.0,3.5062
336,117313383,117313375,117313657,117313666,2,2,4.8386,274.0,3.5056
337,91544091,91544083,91545141,91545150,3,5,4.8153,525.0,3.5012
338,6972526,6972518,6973019,6973028,2,4,6.7122,493.0,3.4977
339,125377114,125377106,125377147,125377156,2,3,5.0731,33.0,3.4865
340,12781443,12781435,12781945,12781954,2,4,6.7122,502.0,3.4774
341,60258435,60258427,60258845,60258854,2,9,5.0625,410.0,3.476
342,34421211,34421203,34421235,34421244,2,3,6.2716,24.0,3.4671
343,34529990,34529982,34530456,34530465,2,4,5.3072,466.0,3.4439
344,4315392,4315384,4316421,4316430,3,0,5.6882,514.5,3.4412
345,77836617,77836609,77837111,77837120,2,4,4.8928,494.0,3.4393
346,35600099,35600091,35600189,35600198,2,1,4.8601,90.0,3.4369
347,51243750,51243742,51243956,51243965,2,8,5.1409,206.0,3.4355
348,125094760,125094752,125094760,125094769,1,-1,6.1068,0,3.4322
349,136068018,136068010,136068091,136068100,2,7,5.6003,73.0,3.4282
350,103382169,103382161,103382314,103382323,2,6,5.2262,145.0,3.4281
351,17540940,17540932,17541238,17541247,2,5,5.7932,298.0,3.4248
352,114824129,114824121,114824384,114824393,2,2,4.9136,255.0,3.4238
353,135343092,135343084,135343305,135343314,2,8,5.0329,213.0,3.4211
354,22778841,22778833,22779204,22779213,2,0,6.7122,363.0,3.414
355,86843236,86843228,86843380,86843389,2,6,6.4023,144.0,3.4138
356,109571403,109571395,109572440,109572449,3,0,4.7011,518.5,3.413
357,91420388,91420380,91420465,91420474,2,7,5.1624,77.0,3.4071
358,107408149,107408141,107409473,107409482,3,0,4.9066,662.0,3.3978
359,59725143,59725135,59725217,59725226,2,7,5.8153,74.0,3.3971
360,25975774,25975766,25976280,25976289,2,4,5.8297,506.0,3.3954
361,20027572,20027564,20028056,20028065,2,4,6.7122,484.0,3.3918
362,5001628,5001620,5001741,5001750,2,1,4.9469,113.0,3.3915
363,68635203,68635195,68635312,68635321,2,1,4.7905,109.0,3.3892
364,79358582,79358574,79358887,79358896,2,5,4.9747,305.0,3.3887
365,131227524,131227516,131227676,131227685,2,6,6.7122,152.0,3.3827
366,123373568,123373560,123374535,123374544,3,4,6.3936,483.5,3.3742
367,131527327,131527319,131528477,131528486,3,8,4.8861,575.0,3.3718
368,75698488,75698480,75698829,75698838,2,5,5.9508,341.0,3.3709
369,13592331,13592323,13592351,13592360,2,3,4.8962,20.0,3.3673
370,74639462,74639454,74639536,74639545,2,7,4.9431,74.0,3.3639
371,111686633,111686625,111686653,111686662,2,3,5.0747,20.0,3.3622
372,102628541,102628533,102629727,102629736,3,4,6.7122,593.0,3.36
373,9452176,9452168,9452329,9452338,2,6,6.7122,153.0,3.3562
374,41870447,41870439,41870600,41870609,2,6,6.7122,153.0,3.3562
375,49014584,49014576,49014734,49014743,2,6,6.7122,150.0,3.3562
376,68128678,68128670,68128831,68128840,2,6,6.7122,153.0,3.3562
377,69839207,69839199,69839360,69839369,2,6,6.7122,153.0,3.3562
378,92441016,92441008,92441169,92441178,2,6,6.7122,153.0,3.3562
379,104401064,104401056,104401217,104401226,2,6,6.7122,153.0,3.3562
380,135517497,135517489,135517650,135517659,2,6,6.7122,153.0,3.3562
381,82833354,82833346,82833374,82833383,2,3,4.8041,20.0,3.3463
382,100182238,100182230,100183284,100183293,3,2,4.9208,523.0,3.3435
383,73582872,73582864,73582988,73582997,2,1,4.9706,116.0,3.3412
384,65540935,65540927,65541420,65541429,2,4,6.5072,485.0,3.3392
385,32321676,32321668,32322786,32322795,3,0,5.3152,555.0,3.3192
386,74980747,74980739,74981036,74981045,2,5,5.0706,289.0,3.3186
