rank_id,center_pos,start_pos,end_pos,class_id,weight,score
157,22364447,22364439,22364456,3,4.4461,10.299599999999998
158,105992674,105992666,105992683,7,3.6536,10.2971
159,113428683,113428675,113428692,7,4.3872,10.2931
160,45041613,45041605,45041622,3,3.8861,10.2656
161,74296115,74296107,74296124,3,4.2604,10.2636
162,115223554,115223546,115223563,6,3.5702,10.263300000000001
163,83472279,83472271,83472288,7,3.6253,10.2453
164,74754846,74754838,74754855,5,4.9245,10.2449
165,23239637,23239629,23239646,3,3.9508,10.238900000000001
166,123468211,123468203,123468220,3,4.3372,10.2239
167,110751269,110751261,110751278,3,3.3002,10.204400000000001
168,116098617,116098609,116098626,0,3.5171,10.200800000000001
169,34617012,34617004,34617021,7,3.1308,10.186
170,28390249,28390241,28390258,3,3.1209,10.1809
171,26322252,26322244,26322261,3,3.5376,10.1745
172,91718303,91718295,91718312,9,3.1518,10.173100000000002
173,63953544,63953536,63953553,5,3.857,10.1731
174,89183107,89183099,89183116,7,3.3536,10.1644
175,39163893,39163885,39163902,1,3.3915,10.1559
176,60740507,60740499,60740516,5,5.5229,10.1359
177,104620719,104620711,104620728,3,3.1158,10.1319
178,94492900,94492892,94492909,7,3.4295,10.1281
179,87095704,87095696,87095713,7,4.3045,10.1274
180,73929586,73929578,73929595,7,3.6216,10.1181
181,28425934,28425926,28425943,6,4.3478,10.1053
182,87115456,87115448,87115465,1,3.8729,10.0988
183,25146477,25146469,25146486,3,3.7258,10.0547
184,48684313,48684305,48684322,5,5.5452,10.0512
185,98313870,98313862,98313879,1,3.7144,10.039600000000002
186,120631664,120631656,120631673,7,3.7696,10.029499999999999
187,21981292,21981284,21981301,5,3.719,10.0058
188,85095344,85095336,85095353,5,3.5331,9.996099999999998
189,127989487,127989479,127989496,2,4.3546,9.974
190,101185052,101185044,101185061,5,3.9508,9.9341
191,30017084,30017076,30017093,7,4.7423,9.9308
192,91944827,91944819,91944836,3,3.3625,9.9107
193,91748685,91748677,91748694,5,4.7423,9.8825
194,119105690,119105682,119105699,3,3.4622,9.882499999999999
195,26328903,26328895,26328912,3,3.248,9.8819
196,82416839,82416831,82416848,1,3.8601,9.878300000000001
197,62768067,62768059,62768076,3,3.8761,9.8674
198,46289142,46289134,46289151,3,4.0462,9.8664
199,67442391,67442383,67442400,6,3.2161,9.8639
200,83962030,83962022,83962039,1,3.2874,9.854400000000002
201,40391307,40391299,40391316,3,3.1537,9.8544
202,127962533,127962525,127962542,3,3.0857,9.847900000000001
203,66815911,66815903,66815920,4,5.7852,9.8413
204,4732230,4732222,4732239,7,5.0273,9.819099999999999
205,85428048,85428040,85428057,3,6.9245,9.8181
206,26661456,26661448,26661465,7,3.0665,9.8147
207,50276963,50276955,50276972,7,3.6615,9.8099
208,43612948,43612940,43612957,3,3.4841,9.798499999999999
209,39668569,39668561,39668578,9,3.8239,9.7948
210,38255729,38255721,38255738,5,4.4895,9.7904
211,88010427,88010419,88010436,3,4.0079,9.7896
212,74046688,74046680,74046697,7,5.6799,9.786200000000001
213,67981936,67981928,67981945,6,3.5072,9.7781
214,61301261,61301253,61301270,1,3.2984,9.770199999999999
215,128319670,128319662,128319679,5,3.9957,9.7699
216,89925691,89925683,89925700,1,3.1475,9.7642
217,73632521,73632513,73632530,8,3.0825,9.7612
218,16312638,16312630,16312647,5,3.6819,9.7501
219,94322570,94322562,94322579,3,4.4342,9.7495
220,12614524,12614516,12614533,6,3.0575,9.7456
221,75570443,75570435,75570452,5,3.2277,9.740300000000001
222,117966769,117966761,117966778,5,3.1904,9.7127
223,40086904,40086896,40086913,3,3.9393,9.7113
224,93121701,93121693,93121710,1,3.556,9.7073
225,90374720,90374712,90374729,9,5.0264,9.703299999999999
226,78144485,78144477,78144494,1,4.2336,9.7022
227,98126004,98125996,98126013,3,3.9747,9.6851
228,42754104,42754096,42754113,7,4.5243,9.6773
229,38401925,38401917,38401934,5,5.3546,9.6756
230,87762578,87762570,87762587,6,3.8097,9.6636
231,75120187,75120179,75120196,1,3.1314,9.6521
232,128673991,128673983,128674000,8,3.284,9.649099999999999
233,4436836,4436828,4436845,8,3.8539,9.645100000000001
234,116586353,116586345,116586362,6,3.9136,9.6449
235,93462223,93462215,93462232,0,6.5287,9.6226
236,114287004,114286996,114287013,2,3.9245,9.6121
237,83388834,83388826,83388843,5,5.0685,9.611799999999999
238,40044113,40044105,40044122,9,5.2628,9.5929
239,127146932,127146924,127146941,5,5.082,9.5898
240,56120980,56120972,56120989,7,4.2636,9.575400000000002
241,107224734,107224726,107224743,7,3.9393,9.5557
242,29248879,29248871,29248888,1,3.2857,9.554599999999999
243,91643091,91643083,91643100,4,4.1152,9.5501
244,69719453,69719445,69719462,7,5.1463,9.5335
245,98929759,98929751,98929768,5,3.0223,9.533000000000001
246,32407320,32407312,32407329,8,3.3045,9.5171
247,82912718,82912710,82912727,5,3.6162,9.4997
248,81633029,81633021,81633038,5,3.6091,9.496899999999998
249,59348843,59348835,59348852,0,6.0106,9.4964
250,30219734,30219726,30219743,3,4.0264,9.4832
251,56831728,56831720,56831737,0,3.3507,9.4829
252,62450872,62450864,62450881,6,4.8153,9.4786
253,96667953,96667945,96667962,1,3.6198,9.478100000000001
254,23434230,23434222,23434239,1,3.52,9.4671
255,37894942,37894934,37894951,0,3.3316,9.4661
256,90482390,90482382,90482399,5,4.4012,9.465399999999999
257,18280941,18280933,18280950,1,3.9706,9.461000000000002
258,107777561,107777553,107777570,3,3.5918,9.4557
259,63271107,63271099,63271116,0,3.6556,9.443100000000001
260,52679860,52679852,52679869,3,3.618,9.4374
261,108027770,108027762,108027779,7,4.1073,9.4367
262,113544151,113544143,113544160,7,5.382,9.433
263,105395725,105395717,105395734,9,4.9469,9.4307
264,103136505,103136497,103136514,5,3.983,9.4222
265,72638795,72638787,72638804,5,4.6003,9.4194
266,115366259,115366251,115366268,0,4.2692,9.4166
267,72503245,72503237,72503254,5,5.5901,9.413599999999999
268,87434262,87434254,87434271,6,4.384,9.4107
269,99656869,99656861,99656878,4,5.0182,9.4047
270,5713666,5713658,5713675,3,5.1918,9.404
271,59488027,59488019,59488036,3,3.2596,9.3834
272,23849369,23849361,23849378,9,4.8153,9.374099999999999
273,12070156,12070148,12070165,3,3.3507,9.370800000000001
274,128377357,128377349,128377366,3,3.6091,9.3697
275,103992487,103992479,103992496,7,4.2069,9.3655
276,7785142,7785134,7785151,3,3.8416,9.357199999999999
277,827702,827694,827711,6,3.4921,9.3468
278,9350404,9350396,9350413,4,4.1469,9.344
279,85911288,85911280,85911297,3,3.4535,9.336900000000002
280,26180658,26180650,26180667,7,4.8097,9.3361
281,69926246,69926238,69926255,3,3.1433,9.3236
282,56746596,56746588,56746605,9,6.857,9.3194
283,129318016,129318008,129318025,1,4.1555,9.317499999999999
284,44800234,44800226,44800243,1,3.9747,9.3126
285,115084225,115084217,115084234,1,4.3134,9.300699999999999
286,8277908,8277900,8277917,8,6.1331,9.2941
287,43949205,43949197,43949214,5,4.5735,9.2737
288,75635048,75635040,75635057,7,3.5045,9.2726
289,58740206,58740198,58740215,7,3.9101,9.271
290,81142415,81142407,81142424,7,3.0867,9.2685
291,89486311,89486303,89486320,5,3.1118,9.2649
292,16795705,16795697,16795714,5,4.0164,9.2512
293,63104749,63104741,63104758,0,6.2218,9.2505
294,93702462,93702454,93702471,7,5.2798,9.2431
295,121114073,121114065,121114082,6,4.1537,9.2415
296,25569914,25569906,25569923,6,3.2314,9.236199999999998
297,67073011,67073003,67073020,1,4.2636,9.231300000000001
298,122977927,122977919,122977936,6,3.5003,9.2229
299,102735212,102735204,102735221,3,4.6478,9.2195
300,93655162,93655154,93655171,0,6.295,9.2193
301,33855439,33855431,33855448,0,5.0376,9.2137
302,105047384,105047376,105047393,7,6.1605,9.2085
303,84479336,84479328,84479345,5,3.6635,9.2079
304,107689893,107689885,107689902,6,3.8013,9.2075
305,94079320,94079312,94079329,0,4.7352,9.2063
306,12787275,12787267,12787284,3,3.1018,9.206
307,41753377,41753369,41753386,1,3.2343,9.204699999999999
308,26916164,26916156,26916173,6,3.7852,9.203999999999999
309,86271667,86271659,86271676,7,4.2069,9.193100000000001
310,106228509,106228501,106228518,5,3.1221,9.1771
311,118126650,118126642,118126659,3,3.6055,9.174900000000001
312,52693451,52693443,52693460,5,4.2472,9.1738
313,126551258,126551250,126551267,7,5.8477,9.1676
314,47984282,47984274,47984291,9,4.7011,9.1637
315,75523536,75523528,75523545,5,4.4318,9.161999999999999
316,40497505,40497497,40497514,1,3.0931,9.1512
317,80263412,80263404,80263421,3,3.3161,9.143899999999999
318,45072511,45072503,45072520,1,3.0164,9.1408
319,43028245,43028237,43028254,5,3.7011,9.1356
320,54372379,54372371,54372388,7,4.3307,9.1277
321,9034883,9034875,9034892,7,3.8761,9.127
322,17670896,17670888,17670905,9,4.0155,9.1233
323,9745534,9745526,9745543,9,3.3028,9.123
324,18781249,18781241,18781258,0,6.0846,9.1157
325,80219236,80219228,80219245,5,4.4572,9.113199999999999
326,26059215,26059207,26059224,1,3.1694,9.108900000000002
327,93736425,93736417,93736434,7,3.3152,9.1055
328,85743647,85743639,85743656,3,3.0074,9.104700000000001
329,11174328,11174320,11174337,7,4.762,9.1037
330,94907009,94907001,94907018,3,4.4597,9.0914
331,25522562,25522554,25522571,3,3.7986,9.0909
332,8735055,8735047,8735064,5,3.0348,9.084500000000002
333,79087335,79087327,79087344,7,3.5544,9.079799999999999
334,11858105,11858097,11858114,2,3.5638,9.0769
335,16025367,16025359,16025376,0,5.2541,9.0755
336,40227046,40227038,40227055,1,3.2358,9.0667
337,71524651,71524643,71524660,9,4.0035,9.0626
338,43187573,43187565,43187582,5,3.5784,9.0616
339,73239228,73239220,73239237,3,3.5654,9.059299999999999
340,81997815,81997807,81997824,1,3.7645,9.052
341,100134552,100134544,100134561,3,3.1024,9.043800000000001
342,25961693,25961685,25961702,2,4.0044,9.0418
343,83374320,83374312,83374329,9,5.4685,9.0409
344,56214178,56214170,56214187,1,3.8928,9.0395
345,45020326,45020318,45020335,2,4.153,9.0306
346,30560054,30560046,30560063,7,3.3439,9.0146
347,111297043,111297035,111297052,0,5.6162,9.0144
348,117567181,117567173,117567190,8,4.7496,9.006
349,43740105,43740097,43740114,3,4.1785,8.998999999999999
350,54648303,54648295,54648312,9,4.118,8.9952
351,77703849,77703841,77703858,1,3.3726,8.9879
352,113405599,113405591,113405608,3,3.8447,8.9876
353,91202524,91202516,91202533,3,4.6536,8.9769
354,99791633,99791625,99791642,3,4.0173,8.9757
355,4886194,4886186,4886203,3,4.684,8.974599999999999
356,113343247,113343239,113343256,5,4.2526,8.9733
357,33813580,33813572,33813589,7,3.3439,8.97
358,127704438,127704430,127704447,6,4.3063,8.9636
359,102267240,102267232,102267249,1,3.2457,8.953700000000001
360,84302132,84302124,84302141,1,3.104,8.9427
361,93039565,93039557,93039574,3,3.5719,8.9379
362,72687497,72687489,72687506,7,6.202,8.9356
363,60235043,60235035,60235052,5,3.0809,8.933100000000001
364,31642928,31642920,31642937,5,3.6073,8.9331
365,93222895,93222887,93222904,9,4.0783,8.9291
366,10468824,10468816,10468833,3,6.5406,8.9283
367,103707081,103707073,103707090,7,4.3107,8.9255
368,43906028,43906020,43906037,7,4.0438,8.9225
369,28680097,28680089,28680106,5,4.4101,8.9222
370,47580398,47580390,47580407,7,5.466,8.9208
371,106649296,106649288,106649305,1,4.4437,8.9194
372,121291610,121291602,121291619,7,4.3936,8.9189
373,127139750,127139742,127139759,5,5.2411,8.9183
374,47642651,47642643,47642660,7,4.4225,8.9114
375,16657786,16657778,16657795,7,5.3696,8.905100000000001
376,25424518,25424510,25424527,7,5.3382,8.8957
377,89550182,89550174,89550191,3,3.6289,8.8857
378,75427699,75427691,75427708,5,3.7375,8.8851
379,83558761,83558753,83558770,1,4.2403,8.8825
380,63102563,63102555,63102572,6,4.7375,8.8785
381,33605713,33605705,33605722,1,3.5214,8.8745
382,64478928,64478920,64478937,5,5.1475,8.8735
383,85334238,85334230,85334247,8,5.4622,8.8724
384,98403222,98403214,98403231,5,4.1831,8.8718
385,94995357,94995349,94995366,3,3.5143,8.867899999999999
386,56644383,56644375,56644392,5,4.3969,8.862300000000001
387,110655771,110655763,110655780,5,4.51,8.8576
388,24660075,24660067,24660084,3,4.284,8.857
389,4823018,4823010,4823027,0,4.4828,8.8545
390,56582061,56582053,56582070,2,3.8013,8.8532
391,96970025,96970017,96970034,3,4.8386,8.8433
392,47492063,47492055,47492072,1,3.4895,8.839400000000001
393,33388993,33388985,33389002,1,4.7595,8.832699999999999
394,42320366,42320358,42320375,7,4.1543,8.8305
395,73384263,73384255,73384272,5,5.118,8.823
396,131593568,131593560,131593577,9,3.9318,8.822000000000001
397,87487092,87487084,87487101,7,4.9626,8.8218
398,120326295,120326287,120326304,1,3.0106,8.8207
399,9871127,9871119,9871136,4,5.8633,8.8194
400,45227108,45227100,45227117,6,3.5467,8.8166
401,122986435,122986427,122986444,5,4.2899,8.8146
402,38999444,38999436,38999453,3,5.0173,8.8095
403,70507803,70507795,70507812,9,6.2418,8.8018
404,108054015,108054007,108054024,9,3.6289,8.7938
405,16555816,16555808,16555825,5,4.9208,8.792
406,64925385,64925377,64925394,0,5.3215,8.792
407,22196033,22196025,22196042,1,4.0975,8.789000000000001
408,120392318,120392310,120392327,3,3.3152,8.7727
409,77886998,77886990,77887007,9,4.4389,8.7706
410,43667650,43667642,43667659,3,4.0026,8.7689
411,17531221,17531213,17531230,1,3.7799,8.762
412,25890897,25890889,25890906,0,3.5243,8.7572
413,24025290,24025282,24025299,1,3.3242,8.7566
414,55971812,55971804,55971821,3,4.3478,8.755600000000001
415,90128780,90128772,90128789,3,3.983,8.7552
416,76167923,76167915,76167932,3,3.8861,8.7537
417,18364694,18364686,18364703,3,3.5214,8.7483
418,70814215,70814207,70814224,5,5.0424,8.7473
419,128787279,128787271,128787288,2,3.9431,8.739
420,108290241,108290233,108290250,7,4.1811,8.735199999999999
421,66691336,66691328,66691345,9,6.9101,8.733400000000001
422,38890372,38890364,38890381,3,5.2168,8.7316
423,105894248,105894240,105894257,3,3.1221,8.731300000000001
424,44728099,44728091,44728108,3,3.2204,8.731
425,10248878,10248870,10248887,7,3.0605,8.7295
426,78079900,78079892,78079909,8,6.4547,8.724400000000001
427,129211081,129211073,129211090,1,3.2652,8.7186
428,99552282,99552274,99552291,3,3.2161,8.715799999999998
429,15032105,15032097,15032114,3,3.4157,8.7091
430,104675972,104675964,104675981,7,3.1878,8.7088
431,16264314,16264306,16264323,7,3.857,8.7034
432,13931918,13931910,13931927,6,4.9872,8.702100000000002
433,39743049,39743041,39743058,7,3.2168,8.691300000000002
434,81973056,81973048,81973065,1,4.3028,8.6908
435,42239206,42239198,42239215,5,5.2457,8.6865
436,88158158,88158150,88158167,7,3.0132,8.6839
437,91305576,91305568,91305585,9,4.4191,8.6756
438,5042381,5042373,5042390,9,4.3936,8.6751
439,81280922,81280914,81280931,5,4.6676,8.674399999999999
440,66502842,66502834,66502851,1,5.4413,8.6647
441,72313829,72313821,72313838,7,3.6364,8.6647
442,58304335,58304327,58304344,3,4.1624,8.660599999999999
443,9736414,9736406,9736423,7,3.8665,8.6599
444,43274012,43274004,43274021,7,3.0991,8.6594
445,1102555,1102547,1102564,7,3.8041,8.657300000000001
446,133548128,133548120,133548137,1,3.7595,8.6571
447,4721570,4721562,4721579,3,4.4855,8.6548
448,106453737,106453729,106453746,5,4.0362,8.6515
449,43140702,43140694,43140711,3,3.6091,8.6477
450,13692936,13692928,13692945,5,4.9788,8.647300000000001
451,65922212,65922204,65922221,3,4.8539,8.6437
452,128484917,128484909,128484926,6,3.5952,8.6404
453,5026269,5026261,5026278,1,3.1296,8.634199999999998
454,24023024,24023016,24023033,3,4.061,8.6308
455,3893833,3893825,3893842,3,3.1918,8.628300000000001
456,603692,603684,603701,7,6.2104,8.6219
457,5412885,5412877,5412894,1,4.1325,8.616200000000001
458,75466754,75466746,75466763,8,4.2684,8.6127
459,11631677,11631669,11631686,5,4.4895,8.6106
460,58940672,58940664,58940681,5,4.6861,8.6065
461,103052574,103052566,103052583,3,3.1457,8.6048
462,128359291,128359283,128359300,7,3.3507,8.6032
463,75000914,75000906,75000923,7,3.3134,8.6013
464,54916759,54916751,54916768,3,4.1255,8.598700000000001
465,61438368,61438360,61438377,7,3.3575,8.596400000000001
466,62980682,62980674,62980691,3,3.2299,8.5954
467,55408015,55408007,55408024,7,4.0685,8.5882
468,94599894,94599886,94599903,3,6.0846,8.5835
469,9706517,9706509,9706526,0,4.8827,8.578800000000001
470,48450793,48450785,48450802,4,3.4647,8.5782
471,81811869,81811861,81811878,5,4.2314,8.5769
472,60851396,60851388,60851405,7,4.2823,8.5718
473,77260857,77260849,77260866,2,4.0904,8.5703
474,118289252,118289244,118289261,7,3.5186,8.5698
475,72122131,72122123,72122140,3,3.1752,8.568
476,11155578,11155570,11155587,5,3.109,8.5622
477,18160679,18160671,18160688,5,3.6402,8.5564
478,55020308,55020300,55020317,3,3.8041,8.5559
479,45401123,45401115,45401132,7,3.2541,8.551400000000001
480,125818723,125818715,125818732,7,5.4634,8.5486
481,13815600,13815592,13815609,3,3.8239,8.5483
482,90552158,90552150,90552167,8,4.4134,8.5449
483,14436959,14436951,14436968,5,5.2147,8.539
484,41825116,41825108,41825125,1,3.2596,8.538499999999999
485,55781429,55781421,55781438,9,4.4895,8.5362
486,50008356,50008348,50008365,7,3.1506,8.532100000000002
487,21031276,21031268,21031285,7,3.3206,8.5312
488,68478841,68478833,68478850,3,3.5058,8.5279
489,61213326,61213318,61213335,3,3.2411,8.527800000000001
490,65375298,65375290,65375307,7,4.7878,8.5213
491,77943790,77943782,77943799,1,3.3179,8.5195
492,68639343,68639335,68639352,9,4.8125,8.5122
493,10626386,10626378,10626395,1,3.8239,8.5001
494,128870326,128870318,128870335,7,3.9914,8.4997
495,79603639,79603631,79603648,7,4.5735,8.4977
496,43132662,43132654,43132671,5,3.0079,8.4967
497,14053098,14053090,14053107,5,3.9208,8.493500000000001
498,22979932,22979924,22979941,4,5.7258,8.4897
499,82360313,82360305,82360322,3,4.9547,8.4884
500,53643137,53643129,53643146,1,3.1543,8.488199999999999
501,40267520,40267512,40267529,3,3.7144,8.4786
502,6949747,6949739,6949756,5,4.5867,8.4771
503,11532628,11532620,11532637,9,5.382,8.4725
504,100299886,100299878,100299895,0,3.341,8.470600000000001
505,10069965,10069957,10069974,8,4.0899,8.468300000000001
506,18071092,18071084,18071101,3,3.5918,8.4673
507,101859174,101859166,101859183,3,4.5031,8.4661
508,61921401,61921393,61921410,1,5.7799,8.4644
509,67976235,67976227,67976244,5,3.7212,8.4626
510,100886235,100886227,100886244,5,3.5513,8.455799999999998
511,97464466,97464458,97464475,3,3.1918,8.455300000000001
512,14043594,14043586,14043603,3,3.1759,8.454099999999999
513,64838949,64838941,64838958,3,3.4789,8.4535
514,96597768,96597760,96597777,3,4.0675,8.444400000000002
515,92550488,92550480,92550497,5,4.4461,8.444099999999999
516,17449333,17449325,17449342,6,3.2798,8.4351
517,855886,855878,855895,6,3.007,8.4331
518,28714393,28714385,28714402,-1,6.7447,8.4298
519,88699785,88699777,88699794,-1,6.9508,8.4298
520,96073274,96073266,96073283,5,4.7258,8.4282
521,24431326,24431318,24431335,7,3.2118,8.427
