id,center_pos,start_pos,end_pos,class_id,weight
174,3884342,3884334,3884351,-1,6.7122
175,3887361,3887353,3887370,-1,4.1599
176,3888663,3888655,3888672,-1,4.433
177,3911249,3911241,3911258,-1,4.0334
178,3920455,3920447,3920464,-1,4.9706
179,3930124,3930116,3930133,-1,6.3344
180,3945355,3945347,3945364,-1,4.2314
181,3954537,3954529,3954546,-1,4.3526
182,3961402,3961394,3961411,-1,6.7122
183,3962398,3962390,3962407,-1,4.0947
184,3965971,3965963,3965980,-1,6.7122
185,3968596,3968588,3968605,-1,4.0472
186,3972783,3972775,3972792,-1,6.7852
187,3976977,3976969,3976986,-1,4.2403
188,3982445,3982437,3982454,-1,4.1512
189,3986925,3986917,3986934,-1,4.2684
190,3987729,3987721,3987738,-1,4.4698
191,3991203,3991195,3991212,-1,4.6402
192,4005353,4005345,4005362,-1,4.9172
193,4007936,4007928,4007945,-1,4.3809
194,4009926,4009918,4009935,-1,4.1302
195,4014380,4014372,4014389,-1,4.4134
196,4019450,4019442,4019459,-1,4.7932
197,4022421,4022413,4022430,-1,4.7235
198,4023588,4023580,4023597,-1,4.0191
199,4031492,4031484,4031501,-1,4.3809
200,4032132,4032124,4032141,6,4.6073
201,4032296,4032288,4032305,6,4.27
202,4037568,4037560,4037577,-1,4.0343
203,4038340,4038332,4038349,-1,4.384
204,4038895,4038887,4038904,2,4.1355
205,4039153,4039145,4039162,2,6.7122
206,4043505,4043497,4043514,-1,5.0625
207,4055463,4055455,4055472,-1,4.8729
208,4056521,4056513,4056530,-1,6.3089
209,4058449,4058441,4058458,-1,4.1739
210,4059061,4059053,4059070,-1,4.0173
211,4061882,4061874,4061891,-1,4.0155
212,4062882,4062874,4062891,-1,4.5072
213,4074657,4074649,4074666,-1,4.0585
214,4079580,4079572,4079589,-1,4.066
215,4083480,4083472,4083489,-1,5.6882
216,4085954,4085946,4085963,-1,4.1878
217,4093828,4093820,4093837,-1,4.4168
218,4094666,4094658,4094675,-1,4.1118
219,4098280,4098272,4098289,-1,5.7496
220,4107970,4107962,4107979,-1,6.7122
221,4113367,4113359,4113376,-1,4.5331
222,4132946,4132938,4132955,-1,4.4045
223,4142208,4142200,4142217,-1,6.1858
224,4144773,4144765,4144782,-1,4.2062
225,4149748,4149740,4149757,-1,6.3468
226,4155115,4155107,4155124,-1,5.0625
227,4155692,4155684,4155701,-1,4.5702
228,4157647,4157639,4157656,-1,4.7645
229,4177274,4177266,4177283,-1,4.0985
230,4181318,4181310,4181327,-1,6.7122
231,4182005,4181997,4182014,-1,5.3152
232,4188309,4188301,4188318,-1,4.2588
233,4196236,4196228,4196245,-1,4.308
234,4203318,4203310,4203327,-1,4.0585
235,4210211,4210203,4210220,-1,4.0783
236,4220263,4220255,4220272,-1,4.308
237,4223207,4223199,4223216,-1,4.5768
238,4224035,4224027,4224044,-1,4.0794
239,4226332,4226324,4226341,4,4.8268
240,4226821,4226813,4226830,4,4.4989
241,4229671,4229663,4229680,-1,4.0696
242,4230591,4230583,4230600,-1,6.7122
243,4234208,4234200,4234217,-1,4.1118
244,4235038,4235030,4235047,-1,4.4168
245,4237724,4237716,4237733,-1,4.1046
246,4242337,4242329,4242346,-1,4.1391
247,4256820,4256812,4256829,-1,4.4168
248,4257658,4257650,4257667,-1,4.1118
249,4258178,4258170,4258187,-1,4.2916
250,4261265,4261257,4261274,-1,5.6882
251,4269106,4269098,4269115,-1,4.3098
252,4275039,4275031,4275048,-1,4.2211
253,4279059,4279051,4279068,-1,4.2541
254,4283607,4283599,4283616,-1,4.4168
255,4288056,4288048,4288065,-1,5.6882
256,4292850,4292842,4292859,-1,4.8794
257,4293915,4293907,4293924,-1,6.7122
258,4295194,4295186,4295203,-1,4.2765
259,4297061,4297053,4297070,7,4.0241
260,4297132,4297124,4297141,7,5.7645
261,4299786,4299778,4299795,-1,4.3116
262,4306780,4306772,4306789,-1,4.1688
263,4308751,4308743,4308760,-1,4.1707
264,4311275,4311267,4311284,-1,4.8928
265,4315392,4315384,4315401,0,4.4828
266,4315749,4315741,4315758,0,4.0061
267,4316421,4316413,4316430,0,5.6882
268,4320030,4320022,4320039,-1,4.1118
269,4320868,4320860,4320877,-1,4.4168
270,4326288,4326280,4326297,-1,4.066
271,4330266,4330258,4330275,-1,5.6882
272,4336174,4336166,4336183,-1,4.51
273,4339819,4339811,4339828,-1,4.2269
274,4350443,4350435,4350452,8,5.6383
275,4350664,4350656,4350673,8,4.6696
276,4365599,4365591,4365608,-1,4.3261
277,4369220,4369212,4369229,-1,4.301
278,4374443,4374435,4374452,-1,4.9666
279,4387665,4387657,4387674,-1,4.3516
280,4389086,4389078,4389095,-1,4.1198
281,4396111,4396103,4396120,-1,4.1355
282,4396922,4396914,4396931,-1,4.1518
283,4415773,4415765,4415782,-1,4.9788
284,4416519,4416511,4416528,-1,5.2168
285,4418058,4418050,4418067,-1,4.0496
286,4431886,4431878,4431895,4,4.1029
287,4432392,4432384,4432401,4,4.0061
288,4435956,4435948,4435965,-1,4.2154
289,4439407,4439399,4439416,3,4.129
290,4439427,4439419,4439436,3,4.0996
291,4439447,4439439,4439456,3,4.0996
292,4449154,4449146,4449163,-1,4.1062
293,4454390,4454382,4454399,-1,4.2269
294,4456737,4456729,4456746,-1,4.041
295,4468003,4467995,4468012,-1,4.3497
296,4468521,4468513,4468530,-1,4.1124
297,4469285,4469277,4469294,-1,4.5544
298,4470163,4470155,4470172,-1,4.3565
299,4475412,4475404,4475421,-1,4.1118
300,4477484,4477476,4477493,-1,4.2503
301,4479101,4479093,4479110,-1,6.7122
302,4479717,4479709,4479726,-1,4.0565
303,4485983,4485975,4485992,-1,4.2457
304,4487109,4487101,4487118,-1,4.0106
305,4493090,4493082,4493099,-1,4.2132
306,4509086,4509078,4509095,-1,4.0742
307,4515885,4515877,4515894,-1,4.0555
308,4531172,4531164,4531181,-1,4.2204
309,4532449,4532441,4532458,-1,4.327
310,4544904,4544896,4544913,-1,4.0825
311,4546765,4546757,4546774,-1,4.1925
312,4557302,4557294,4557311,-1,4.5229
313,4575957,4575949,4575966,-1,4.3605
314,4592561,4592553,4592570,-1,4.3635
315,4603409,4603401,4603418,-1,4.1451
316,4613938,4613930,4613947,-1,4.7721
317,4626142,4626134,4626151,-1,4.2226
318,4650421,4650413,4650430,-1,6.7122
319,4652485,4652477,4652494,-1,4.2226
320,4656549,4656541,4656558,0,5.109
321,4656942,4656934,4656951,0,4.3565
322,4660541,4660533,4660550,2,4.1186
323,4660799,4660791,4660808,2,4.1688
324,4668191,4668183,4668200,-1,4.1858
325,4678334,4678326,4678343,-1,4.0926
326,4679856,4679848,4679865,-1,4.5901
327,4684972,4684964,4684981,-1,4.3546
328,4698738,4698730,4698747,-1,4.8447
329,4704059,4704051,4704068,-1,4.6126
330,4708948,4708940,4708957,-1,4.3565
331,4710086,4710078,4710095,2,4.1599
332,4710314,4710306,4710323,2,4.0721
333,4711225,4711217,4711234,2,4.4486
334,4711867,4711859,4711876,-1,4.0969
335,4719327,4719319,4719336,-1,4.065
336,4743654,4743646,4743663,-1,4.1838
337,4748919,4748911,4748928,3,4.158
338,4748953,4748945,4748962,3,4.0747
339,4750775,4750767,4750784,-1,4.0376
340,4764124,4764116,4764133,-1,4.6596
341,4766307,4766299,4766316,-1,5.6882
342,4770032,4770024,4770041,-1,4.1851
343,4771200,4771192,4771209,-1,4.2069
344,4775691,4775683,4775700,-1,4.1169
345,4782749,4782741,4782758,-1,4.2204
346,4783696,4783688,4783705,-1,4.1512
347,4785680,4785672,4785689,-1,4.0155
348,4787032,4787024,4787041,-1,6.2741
349,4791417,4791409,4791426,-1,5.1002
350,4794818,4794810,4794827,-1,5.6882
351,4800679,4800671,4800688,8,4.2
352,4800899,4800891,4800908,8,4.0191
353,4804642,4804634,4804651,-1,4.4001
354,4807676,4807668,4807685,-1,4.0453
355,4818077,4818069,4818086,-1,4.426
356,4821491,4821483,4821500,-1,6.7122
357,4824333,4824325,4824342,-1,4.1391
358,4839360,4839352,4839369,-1,4.0794
359,4846943,4846935,4846952,-1,5.0026
360,4860704,4860696,4860713,-1,4.7645
361,4862591,4862583,4862600,-1,4.1898
362,4870825,4870817,4870834,-1,6.7122
363,4872376,4872368,4872385,-1,5.6882
364,4931772,4931764,4931781,-1,4.7352
365,4938655,4938647,4938664,-1,4.2958
366,4963691,4963683,4963700,-1,4.109
367,4964778,4964770,4964787,-1,4.025
368,4969952,4969944,4969961,-1,4.2154
369,4981700,4981692,4981709,-1,4.3737
370,4993584,4993576,4993593,-1,4.0343
371,5001628,5001620,5001637,1,4.9469
372,5001741,5001733,5001750,1,4.4547
373,5018593,5018585,5018602,-1,4.1952
374,5020725,5020717,5020734,0,4.251
375,5021087,5021079,5021096,0,4.0448
376,5035761,5035753,5035770,-1,4.3872
377,5037509,5037501,5037518,-1,4.1707
378,5039071,5039063,5039080,-1,4.3872
379,5046958,5046950,5046967,-1,4.0851
380,5053403,5053395,5053412,-1,4.5143
381,5055786,5055778,5055795,-1,5.109
382,5059701,5059693,5059710,-1,4.2426
383,5066039,5066031,5066048,-1,4.4168
384,5070485,5070477,5070494,-1,5.6882
385,5074016,5074008,5074025,-1,4.4134
386,5077148,5077140,5077157,-1,4.4989
387,5080570,5080562,5080579,-1,4.0155
388,5086613,5086605,5086622,-1,4.1373
389,5087642,5087634,5087651,-1,4.1512
390,5089811,5089803,5089820,-1,4.2434
391,5099012,5099004,5099021,-1,4.9626
392,5102190,5102182,5102199,-1,6.3002
393,5103548,5103540,5103557,-1,4.3391
394,5109998,5109990,5110007,-1,4.1979
395,5120823,5120815,5120832,-1,4.5272
396,5123738,5123730,5123747,-1,4.3936
397,5141157,5141149,5141166,-1,4.0487
398,5145312,5145304,5145321,-1,4.2321
399,5167707,5167699,5167716,-1,4.2411
400,5171552,5171544,5171561,4,4.2757
401,5172035,5172027,5172044,4,4.0762
402,5176310,5176302,5176319,-1,4.2503
403,5177626,5177618,5177635,-1,4.6904
404,5190471,5190463,5190480,-1,4.0017
405,5193206,5193198,5193215,5,5.0227
406,5193964,5193956,5193973,5,4.3325
407,5194308,5194300,5194317,5,4.4123
408,5204955,5204947,5204964,-1,4.172
409,5209655,5209647,5209664,-1,4.2716
410,5213965,5213957,5213974,-1,6.58
411,5227030,5227022,5227039,-1,6.7122
412,5238772,5238764,5238781,-1,6.025
413,5241638,5241630,5241647,-1,6.7122
414,5243465,5243457,5243474,-1,4.0155
415,5254931,5254923,5254940,-1,4.1397
416,5256991,5256983,5257000,-1,4.0575
417,5259901,5259893,5259910,-1,4.1785
418,5261745,5261737,5261754,-1,4.0353
419,5274161,5274153,5274170,-1,4.055
420,5275798,5275790,5275807,-1,4.5157
421,5281147,5281139,5281156,-1,4.1135
422,5284931,5284923,5284940,-1,4.4001
423,5304560,5304552,5304569,3,4.4089
424,5304596,5304588,5304605,3,4.1624
425,5306352,5306344,5306361,-1,4.054
426,5311427,5311419,5311436,-1,5.6882
427,5313653,5313645,5313662,-1,4.1979
428,5319466,5319458,5319475,-1,4.0878
429,5323381,5323373,5323390,-1,4.2534
430,5325594,5325586,5325603,-1,4.58
431,5330389,5330381,5330398,-1,4.3307
432,5337235,5337227,5337244,-1,4.5735
433,5339677,5339669,5339686,-1,4.2604
434,5341548,5341540,5341557,-1,4.4921
435,5343802,5343794,5343811,-1,4.054
436,5350043,5350035,5350052,-1,6.7122
437,5366268,5366260,5366277,8,5.3335
438,5366483,5366475,5366492,8,4.1169
439,5368108,5368100,5368117,-1,6.7122
440,5370673,5370665,5370682,-1,4.4168
441,5377407,5377399,5377416,-1,4.2565
442,5381278,5381270,5381287,-1,4.1681
443,5381837,5381829,5381846,0,4.2976
444,5382236,5382228,5382245,0,4.2503
445,5386367,5386359,5386376,-1,4.9431
446,5414516,5414508,5414525,-1,4.1073
447,5416817,5416809,5416826,-1,4.5918
448,5435541,5435533,5435550,-1,4.284
449,5443437,5443429,5443446,-1,4.0137
450,5444288,5444280,5444297,-1,4.2573
451,5449790,5449782,5449799,-1,4.1319
452,5450950,5450942,5450959,-1,4.3809
453,5451802,5451794,5451811,-1,5.0625
454,5453613,5453605,5453622,-1,4.27
455,5455588,5455580,5455597,-1,4.5243
456,5456610,5456602,5456619,-1,4.1555
457,5460735,5460727,5460744,-1,4.3307
458,5472120,5472112,5472129,-1,4.1938
459,5472659,5472651,5472668,-1,4.0996
460,5474182,5474174,5474191,-1,4.7496
461,5476551,5476543,5476560,-1,4.2899
462,5477608,5477600,5477617,-1,5.5784
463,5491303,5491295,5491312,-1,4.0846
464,5492447,5492439,5492456,-1,4.7721
465,5493945,5493937,5493954,-1,4.1965
466,5498264,5498256,5498273,-1,4.466
467,5520010,5520002,5520019,-1,5.6882
468,5523623,5523615,5523632,-1,4.1118
469,5524461,5524453,5524470,-1,4.4168
470,5535432,5535424,5535441,5,4.6108
471,5535764,5535756,5535773,5,4.1057
472,5539603,5539595,5539612,-1,4.3799
473,5541501,5541493,5541510,-1,4.0079
474,5545836,5545828,5545845,-1,4.2725
475,5547305,5547297,5547314,-1,4.0448
476,5552005,5551997,5552014,-1,5.1238
477,5568842,5568834,5568851,-1,4.8447
478,5571012,5571004,5571021,-1,6.7122
479,5584451,5584443,5584460,-1,4.0742
480,5587341,5587333,5587350,-1,4.3401
481,5596913,5596905,5596922,-1,5.3215
482,5602466,5602458,5602475,-1,4.2581
483,5609189,5609181,5609198,-1,4.1215
484,5610734,5610726,5610743,-1,4.3261
485,5613516,5613508,5613525,-1,4.3307
486,5616144,5616136,5616153,-1,4.0685
487,5618842,5618834,5618851,-1,6.7122
488,5620916,5620908,5620925,-1,4.6925
489,5627698,5627690,5627707,-1,4.2941
490,5628508,5628500,5628517,-1,4.4214
491,5639626,5639618,5639635,-1,4.8729
492,5647529,5647521,5647538,-1,6.7122
493,5651132,5651124,5651141,-1,4.2233
494,5651957,5651949,5651966,-1,5.7305
495,5659898,5659890,5659907,9,5.7447
496,5660349,5660341,5660358,9,4.1409
497,5660828,5660820,5660837,7,4.8508
498,5660882,5660874,5660891,7,4.4179
499,5663124,5663116,5663133,2,4.9431
500,5663381,5663373,5663390,2,6.5114
501,5674075,5674067,5674084,-1,5.4377
502,5675831,5675823,5675840,-1,4.4214
503,5678921,5678913,5678930,-1,4.5157
504,5683707,5683699,5683716,-1,6.7122
505,5692396,5692388,5692405,-1,5.2933
506,5698731,5698723,5698740,7,4.0301
507,5698772,5698764,5698781,7,5.1296
508,5699911,5699903,5699920,0,4.9318
509,5700576,5700568,5700585,0,4.1379
510,5700972,5700964,5700981,0,4.2526
511,5704401,5704393,5704410,-1,4.1669
512,5709571,5709563,5709580,-1,5.3497
513,5710189,5710181,5710198,-1,5.475
514,5720097,5720089,5720106,-1,4.0155
515,5721150,5721142,5721159,-1,4.1574
516,5724943,5724935,5724952,-1,4.0255
517,5741086,5741078,5741095,-1,4.0453
518,5752166,5752158,5752175,-1,4.1397
519,5753245,5753237,5753254,-1,4.1046
520,5754422,5754414,5754431,-1,5.6882
521,5755565,5755557,5755574,-1,4.0915
522,5758954,5758946,5758963,-1,4.1599
523,5780017,5780009,5780026,-1,4.5768
524,5795606,5795598,5795615,-1,4.4056
525,5797290,5797282,5797299,-1,4.082
526,5800400,5800392,5800409,-1,4.699
527,5802408,5802400,5802417,-1,4.7645
528,5803165,5803157,5803174,-1,4.3655
529,5809095,5809087,5809104,-1,4.6038
530,5816517,5816509,5816526,-1,4.1062
531,5817428,5817420,5817437,-1,4.0762
532,5818432,5818424,5818441,-1,4.1361
533,5819621,5819613,5819630,-1,4.1898
534,5822872,5822864,5822881,-1,4.8182
535,5823580,5823572,5823589,-1,4.2358
536,5844069,5844061,5844078,-1,4.3002
537,5849298,5849290,5849307,4,4.3261
538,5849752,5849744,5849761,4,4.3307
539,5853890,5853882,5853899,-1,4.3288
540,5855306,5855298,5855315,2,4.6925
541,5855542,5855534,5855551,2,4.1555
542,5855808,5855800,5855817,1,4.1409
543,5855896,5855888,5855905,1,4.1765
544,5856009,5856001,5856018,1,4.1391
545,5860129,5860121,5860138,-1,4.3665
546,5865238,5865230,5865247,-1,4.1391
547,5866181,5866173,5866190,3,4.7799
548,5866205,5866197,5866214,3,4.3233
549,5868891,5868883,5868900,-1,4.1878
550,5869600,5869592,5869609,-1,4.3516
551,5876014,5876006,5876023,-1,4.2284
552,5878249,5878241,5878258,-1,5.5482
553,5885102,5885094,5885111,-1,4.6676
554,5901463,5901455,5901472,-1,5.0958
555,5917089,5917081,5917098,-1,4.2118
556,5921531,5921523,5921540,-1,4.3799
557,5922862,5922854,5922871,-1,4.0453
558,5927190,5927182,5927199,-1,4.4168
559,5936096,5936088,5936105,-1,4.2168
560,5944793,5944785,5944802,-1,4.0742
561,5947014,5947006,5947023,-1,4.0685
562,5957700,5957692,5957709,-1,4.0565
563,5959120,5959112,5959129,-1,4.1079
564,5964717,5964709,5964726,-1,5.4134
565,5976124,5976116,5976133,-1,4.0487
566,5979286,5979278,5979295,-1,5.6882
567,5981217,5981209,5981226,-1,4.5143
568,5983842,5983834,5983851,-1,6.7122
569,5985528,5985520,5985537,-1,4.5654
570,5987324,5987316,5987333,-1,4.1002
571,5989725,5989717,5989734,-1,4.6021
572,5993354,5993346,5993363,-1,4.5638
573,5994665,5994657,5994674,-1,4.2581
574,6014318,6014310,6014327,-1,6.2041
575,6021226,6021218,6021235,-1,4.6073
576,6028885,6028877,6028894,-1,4.0531
577,6029796,6029788,6029805,-1,4.3979
578,6043295,6043287,6043304,-1,4.129
579,6052026,6052018,6052035,-1,5.0367
580,6066859,6066851,6066868,-1,4.1593
581,6067656,6067648,6067665,-1,4.0334
582,6072524,6072516,6072533,-1,4.5735
583,6082487,6082479,6082496,4,4.1421
584,6082951,6082943,6082960,4,4.0635
585,6088039,6088031,6088048,-1,4.2076
586,6092818,6092810,6092827,-1,4.5575
587,6098413,6098405,6098422,-1,5.8996
588,6104938,6104930,6104947,-1,4.0353
589,6108986,6108978,6108995,-1,4.4056
590,6140416,6140408,6140425,-1,4.1945
591,6148369,6148361,6148378,-1,4.5735
592,6152273,6152265,6152282,-1,4.6162
593,6157601,6157593,6157610,-1,4.2526
594,6169861,6169853,6169870,-1,4.0283
595,6193830,6193822,6193839,-1,4.5272
596,6201925,6201917,6201934,-1,4.6716
597,6203572,6203564,6203581,-1,4.224
598,6216001,6215993,6216010,-1,4.6819
599,6241137,6241129,6241146,-1,5.6882
600,6249833,6249825,6249842,-1,4.1831
601,6254333,6254325,6254342,-1,4.0114
602,6256037,6256029,6256046,-1,4.153
603,6267616,6267608,6267625,-1,5.6882
604,6271390,6271382,6271399,-1,4.9172
605,6273497,6273489,6273506,-1,4.4157
606,6275904,6275896,6275913,-1,6.7122
607,6277518,6277510,6277527,-1,4.6946
608,6286291,6286283,6286300,-1,4.1624
609,6289360,6289352,6289369,-1,4.2396
610,6291591,6291583,6291600,-1,4.6819
611,6294234,6294226,6294243,-1,4.5935
612,6301085,6301077,6301094,-1,4.0429
613,6306227,6306219,6306236,-1,4.0872
614,6314110,6314102,6314119,-1,4.0635
615,6318456,6318448,6318465,-1,5.9469
616,6320961,6320953,6320970,-1,4.061
617,6324733,6324725,6324742,-1,4.0996
618,6329837,6329829,6329846,-1,4.5157
619,6336644,6336636,6336653,-1,4.1945
620,6349942,6349934,6349951,-1,6.3979
621,6356678,6356670,6356687,-1,5.0696
622,6357231,6357223,6357240,-1,4.4365
623,6370440,6370432,6370449,-1,4.4179
624,6372643,6372635,6372652,5,4.3655
625,6372945,6372937,6372954,5,4.3036
626,6374137,6374129,6374146,5,6.7122
627,6381650,6381642,6381659,-1,4.15
628,6385930,6385922,6385939,-1,4.7721
629,6388752,6388744,6388761,-1,4.0214
630,6391140,6391132,6391149,-1,4.0173
631,6394892,6394884,6394901,-1,5.0675
632,6396900,6396892,6396909,-1,4.2865
633,6407416,6407408,6407425,-1,4.4145
634,6412594,6412586,6412603,-1,4.0114
635,6417007,6416999,6417016,-1,5.0625
636,6418265,6418257,6418274,-1,6.7122
637,6419881,6419873,6419890,9,4.061
638,6420297,6420289,6420306,9,4.3809
639,6423081,6423073,6423090,-1,4.9626
640,6432946,6432938,6432955,-1,4.6536
